Species_name,GBIF_name,Order,Family,IUCN_status,Agriculture,Hunting,Invasive_species,Climate_change,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Primary_lifestyle,Island_restricted_breeding,Latitudinal_range,Elevational_range,Habitat_breadth,Diet_breadth,Realm,Minimum_elevation,Maximum_elevation,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Range_size,Body_mass,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Myophonus horsfieldii,Myophonus horsfieldii,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,31.5,18.2,5.9,8.3,44.2,151.1,23.9,127.3,15.8,113.2,8.38,25.6,Terrestrial,0,1,1700,4,2,I,500,2200,0.758835819,1.715706266,11.9816436,4.307120719,412482.19,117,4,AquaticAnimals,Forest,Sedentary,Lower_risk
Myophonus insularis,Myophonus insularis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,30.7,17.9,6.4,9,51.7,156,27.2,127,17.7,116.6,22.1,25.3,Terrestrial,1,2,1700,2,2,IP,400,2100,0.735768476,1.614489725,11.62787137,4.009410064,22221.54,117,4,AquaticAnimals,Forest,Sedentary,Lower_risk
Myophonus caeruleus,Myophonus caeruleus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,33.3,19.4,6.9,9.6,49.9,169.4,35,133.8,20.7,119.4,-8.78,43.53,Terrestrial,0,2,3000,4,4,IP,1000,4000,0.715741602,1.684613946,12.39194168,3.917556358,6946443.79,158,5,Omnivore,Forest,Sedentary,Lower_risk
Ficedula zanthopygia,Ficedula zanthopygia,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.1,7.3,3.8,3.6,14.8,67.9,18,50.6,26.3,49.8,29.64,54.34,Insessorial,0,1,1000,4,2,I,0,1000,0.510473701,1.088121227,9.492635393,2.282766984,2688431.56,12.1,8,Invertebrate,Forest,Migratory,Lower_risk
Ficedula elisae,Ficedula elisae,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14,7.6,4.1,3.5,16.2,75.2,22.6,52.9,29.9,47.4,34.83,43.29,Insessorial,0,3,1400,4,2,IP,0,1400,0.47,1.125,10.90555556,2.515240883,271834.93,13.1,6,Invertebrate,Forest,Migratory,Lower_risk
Ficedula narcissina,Ficedula narcissina,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14,7.6,4.1,3.5,16.2,75.2,22.6,52.9,29.9,47.4,30.99,50.01,Insessorial,0,2,1800,5,2,IP,0,1800,0.47,1.125,10.90555556,2.515240883,544878.05,13.1,5,Invertebrate,Forest,Migratory,Lower_risk
Ficedula owstoni,Ficedula owstoni,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14,7.6,4.1,3.5,16.2,75.2,22.6,52.9,29.9,47.4,24.25,30.83,Insessorial,1,2,50,2,2,P,150,200,0.47,1.125,10.90555556,2.515240883,3775.15,13.1,5,Invertebrate,Forest,Migratory,Lower_risk
Ficedula mugimaki,Ficedula mugimaki,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.9,7,3.9,3.3,15.7,72.4,22.4,49.9,30.9,49.4,36.98,62.8,Insessorial,0,1,1210,6,3,I,800,2010,0.446212506,1.0407097,9.152381448,2.193729856,5734054.5,11.7,8,Invertebrate,Forest,Migratory,Lower_risk
Ficedula erithacus,Ficedula erithacus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,10.9,5.5,3.2,2.8,15.7,70.3,17,53.9,23.9,55.4,21.11,37.38,Insessorial,0,2,2700,2,2,I,1200,3900,0.512592358,1.111820603,9.638202915,2.323789106,1573474.27,10,5,Omnivore,Forest,Sedentary,Lower_risk
Ficedula tricolor,Ficedula tricolor,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.1,5.9,3.1,2.4,17.7,60.8,10.5,50.2,17.2,54.2,16.92,37.08,Insessorial,0,3,3840,4,1,I,160,4000,0.535507045,1.179300055,8.900532536,2.299473406,1598670.74,8.3,4,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula hyperythra,Ficedula hyperythra,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.1,5.6,3.5,2.8,18.2,58.8,12,47.4,20.2,44.8,-9.78,32.61,Insessorial,0,2,3025,5,2,IW,275,3300,0.587982877,1.224098583,8.809073759,2.574941258,2484967.86,8.2,4,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula strophiata,Ficedula strophiata,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,12.3,6.1,3.3,3,18.2,71.2,15.5,55.3,21.8,56.6,13.55,36.19,Insessorial,0,2,3465,3,1,I,335,3800,0.565864305,1.286358621,9.701600057,2.556011519,1910324.82,12.8,4,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula sapphira,Ficedula sapphira,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.9,5.7,3.4,2.7,15.7,60,12.7,47.3,21.1,49.2,17.7,34.24,Insessorial,0,2,2650,1,1,I,150,2800,0.50882479,1.121777508,8.526077016,2.174249407,1401814.75,7.8,4,Invertebrate,Forest,Migratory,Lower_risk
Ficedula superciliaris,Ficedula superciliaris,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.8,6.4,3.5,2.9,16.4,63,16.4,46.6,25.9,48.5,25.73,35.89,Insessorial,0,3,3050,2,1,I,150,3200,0.510585038,1.127385801,8.682025761,2.201227595,1086206.8,8,4,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Ficedula westermanni,Ficedula westermanni,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.2,6.2,3.5,2.8,14.3,55,12.2,42.9,22,40,-11,32.7,Insessorial,0,2,2725,4,1,IW,275,3000,0.628027944,1.309693577,9.032561169,2.859166789,3265491.04,7.8,3,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula ruficauda,Ficedula ruficauda,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.4,7.5,4,3.4,14.3,75.1,17.6,57.5,23.4,55.2,26.78,40.63,Insessorial,0,2,2600,1,1,I,1000,3600,0.568268409,1.295308353,10.02644502,2.576320097,522545.61,13.3,4,Invertebrate,Forest,Migratory,Lower_risk
Ficedula parva,Ficedula parva,PASSERIFORMES,Muscicapidae,LC,1,0,0,0,12.8,6.5,3.5,2.9,15.4,67,17,50.1,25.3,52.8,35.86,66.03,Insessorial,0,3,2350,4,1,IP,0,2350,0.463258555,1.064873516,9.324148906,2.238874547,6006654.02,10.8,7,Invertebrate,Forest,Migratory,Lower_risk
Ficedula subrubra,Ficedula subrubra,PASSERIFORMES,Muscicapidae,VU,1,1,0,0,12,6.5,3.4,3,16.9,66.4,13.8,51.9,21,50.8,33.26,34.03,Insessorial,0,3,1800,3,1,I,900,2700,0.506078576,1.142091722,9.03179924,2.26356114,8323.65,10.4,5,Invertebrate,Forest,Migratory,Higher_risk
Ficedula semitorquata,Ficedula semitorquata,PASSERIFORMES,Muscicapidae,LC,0,1,0,0,11.8,6,3.6,3.3,16.9,80.8,23.1,56.9,28.9,53,34.4,45.05,Insessorial,0,2,2000,4,1,FP,0,2000,0.483207493,1.126958761,9.361627311,2.297462094,613104.55,14.4,7,Invertebrate,Forest,Migratory,Lower_risk
Ficedula hypoleuca,Ficedula hypoleuca,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,12.8,6.5,4.1,3.2,17.6,79.3,24.2,55.3,30.4,52.1,30.63,70.72,Insessorial,0,2,2000,4,3,FP,0,2000,0.47,1.5,15,4.116172628,7339714.14,13.8,10,Invertebrate,Forest,Migratory,Lower_risk
Ficedula albicollis,Ficedula albicollis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,12.4,6.1,3.8,3.2,16.3,80.6,25.6,54.8,31.9,51.6,37.91,58.38,Insessorial,0,2,1600,3,3,FP,0,1600,0.451803107,1.057494456,9.8,2.300183438,2473537.35,12.7,9,Invertebrate,Woodland,Migratory,Lower_risk
Ficedula rufigula,Ficedula rufigula,PASSERIFORMES,Muscicapidae,NT,1,1,0,0,14.1,8.8,4.2,3.7,16.5,61,12,49,19.8,44,-5.7,1.4,Insessorial,1,1,600,1,1,W,0,600,0.632546946,1.362402701,9.085597307,2.935526942,114166.09,11.6,3,Invertebrate,Forest,Sedentary,Higher_risk
Ficedula buruensis,Ficedula buruensis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.6,8.5,4.1,3.8,20,65.9,10.3,56.1,15.5,55.1,-6,-2.78,Insessorial,1,1,900,1,1,W,100,1000,0.65475451,1.459097532,9.777067964,3.208654067,26661.65,14.5,3,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula harterti,Ficedula harterti,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.4,8.9,4.1,3.7,20.9,66,12.4,53.6,18.8,49,-10.32,-9.28,Insessorial,1,1,930,1,1,W,0,930,0.640178814,1.394591036,9.584253488,3.056782249,10702.41,12.1,3,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula timorensis,Ficedula timorensis,PASSERIFORMES,Muscicapidae,LC,1,1,0,0,13.2,7.8,3.7,3.2,20.2,62.2,10.6,51.6,17,51,-9.99,-8.33,Insessorial,1,1,1200,1,1,W,0,1200,0.615988251,1.295972046,8.898292473,2.783652996,5830.43,12.1,3,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula basilanica,Ficedula basilanica,PASSERIFORMES,Muscicapidae,VU,1,1,0,0,13.1,8.1,3.8,3.6,19.5,62,8.1,53.9,13.1,38,5.56,12.59,Generalist,1,1,1000,2,1,I,0,1000,0.663114653,1.459991458,9.856423462,3.261218576,116046.89,13.5,2,Invertebrate,Forest,Sedentary,Higher_risk
Ficedula crypta,Ficedula crypta,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13,8,3.8,3.5,16.8,60,9.6,50.4,16.2,41,5.75,9.49,Insessorial,1,1,800,2,1,I,700,1500,0.59412894,1.0773338,8.561170059,2.457380222,20661.05,11.5,2.4,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula bonthaina,Ficedula bonthaina,PASSERIFORMES,Muscicapidae,EN,1,1,0,1,10.6,7.6,3.5,3.4,19.6,59.2,12,47.2,20.4,42.5,-5.46,-4.99,Insessorial,1,1,730,1,1,W,1100,1830,0.633046575,1.364478359,9.221879376,2.940232783,819.18,12.1,3,Invertebrate,Forest,Sedentary,Higher_risk
Ficedula nigrorufa,Ficedula nigrorufa,PASSERIFORMES,Muscicapidae,LC,1,1,0,1,11.6,6.7,3.8,3.1,18,59.1,9.1,50,15.4,48,8.34,12.91,Generalist,0,1,1900,3,1,I,700,2600,0.575628381,1.035409908,8.30426884,2.294225132,21353.52,9.4,2,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula dumetoria,Ficedula dumetoria,PASSERIFORMES,Muscicapidae,LC,1,1,0,0,13.2,8.1,4.4,3.4,16.4,59.4,10.3,49.5,17.2,39.8,-8.97,10.09,Insessorial,0,1,1600,2,1,IW,300,1900,0.640071825,1.35872431,8.955764683,2.971782671,377877.31,9.4,2,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula riedeli,Ficedula riedeli,PASSERIFORMES,Muscicapidae,NT,1,1,0,0,15.6,8.4,4.1,3.8,19.5,66,12.2,53.8,18.5,60,-7.88,-7.12,Insessorial,1,1,320,1,1,W,0,320,0.47,1.125,10.90555556,2.515240883,761.62,9.4,2,Invertebrate,Forest,Sedentary,Higher_risk
Ficedula disposita,Ficedula disposita,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,11.9,7,3.5,3.2,17.3,54.5,7.6,46.9,13.9,41.5,14.38,17.72,Insessorial,1,1,450,2,1,I,250,700,0.58186656,1.076610423,8.733587791,2.398851054,12034.25,12.1,2.4,Invertebrate,Forest,Sedentary,Lower_risk
Ficedula platenae,Ficedula platenae,PASSERIFORMES,Muscicapidae,VU,0,1,0,0,13.8,8,4.1,3.7,19.2,61.2,8.3,53,13.5,41.8,8.33,11.43,Insessorial,1,1,1000,3,1,I,0,1000,0.59400215,1.087253726,8.686650754,2.466692999,11490.79,12.1,3.19767441860464,Invertebrate,Forest,Sedentary,Higher_risk
Phoenicurus alaschanicus,Phoenicurus alaschanicus,PASSERIFORMES,Muscicapidae,LC,1,0,0,1,15,8.3,3.4,3.5,22.5,89.6,16.7,72.9,18.6,81,33.24,39.89,Insessorial,0,3,1500,2,3,P,2000,3500,0.549491777,0.963442012,9.037496541,2.141863856,682662.11,16.8,5,Invertebrate,Shrub,Migratory,Lower_risk
Phoenicurus erythronotus,Phoenicurus erythronotus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.3,7.8,3.1,3.2,23.2,85.2,17.8,66.8,21,71.2,38.52,55.18,Insessorial,0,3,3300,4,3,P,2100,5400,0.540482325,0.982075741,9.453664066,2.186255643,1780954.68,18.5,6,Invertebrate,Woodland,Migratory,Lower_risk
Phoenicurus frontalis,Phoenicurus frontalis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.1,7.4,3.1,3.2,22.1,84.5,19.4,64.4,23.2,69,24.61,39.32,Insessorial,0,2,4200,3,3,IP,1000,5200,0.586793456,1.061471694,9.268798796,2.406716286,2351061.38,15.8,6,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Phoenicurus coeruleocephala,Phoenicurus coeruleocephala,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.2,7.3,2.9,3.1,21.6,78.7,15.6,62,20.2,63.6,27.14,46.55,Insessorial,0,2,3100,3,3,I,1200,4300,0.53778292,0.941948828,8.896633507,2.072654317,733085.94,14.9,4,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Phoenicurus schisticeps,Phoenicurus schisticeps,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.3,7.2,3.1,3.3,22.2,80.6,15.3,64.7,19,73.6,25.44,36.3,Insessorial,0,3,3100,3,3,IP,1400,4500,0.646675292,1.133737706,9.745225423,2.834440818,754510.63,18.1,4,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Phoenicurus leucocephalus,Phoenicurus leucocephalus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,16.6,8.8,3.5,3.7,27.6,89.6,17.2,69.8,19.9,73,22.11,41.32,Terrestrial,0,2,3300,2,3,IP,1800,5100,0.60801738,1.159364898,10.21665853,2.640968914,4081167.55,30,5,AquaticAnimals,Riparian,Sedentary,Lower_risk
Phoenicurus fuliginosus,Phoenicurus fuliginosus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.1,7.3,3.3,3.2,22.7,73.6,18.8,55.2,25.4,52.8,18.16,46.5,Insessorial,0,2,3400,2,3,IP,600,4000,0.611764286,1.073545128,9.421264836,2.539968857,5100213.95,20.3,5,AquaticAnimals,Riparian,Sedentary,Lower_risk
Phoenicurus ochruros,Phoenicurus ochruros,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.4,8.1,2.8,2.9,22.4,83.1,19.2,64.1,23.1,60.4,25.57,61.51,Insessorial,0,2,5200,5,3,E,0,5200,0.585978644,1.045601026,10.17,2.412973526,13764225.49,16.5,6,Invertebrate,Rocky,PartiallyMigratory,Lower_risk
Phoenicurus phoenicurus,Phoenicurus phoenicurus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.9,7.8,3.3,3.4,21.6,77.9,20.2,58.1,25.8,58,27.7,70.78,Insessorial,0,2,2200,6,2,FP,0,2200,0.49,1,10.25,2.314825941,14485113.51,14.6,8,Invertebrate,Woodland,Migratory,Lower_risk
Phoenicurus moussieri,Phoenicurus moussieri,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.5,7.8,3,2.8,23.2,64,10,54,15.6,50.5,28.09,37.35,Insessorial,0,3,2700,3,2,P,500,3200,0.568874692,0.971454272,8.733274132,2.23445747,1093554.13,14.9,6,Invertebrate,Shrub,Sedentary,Lower_risk
Phoenicurus auroreus,Phoenicurus auroreus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14,8.2,3.2,3.4,22.2,72.5,14.8,57.5,20.5,65.9,27.62,57.44,Insessorial,0,5,3700,3,3,IP,0,3700,0.588606975,1.067111395,9.815390097,2.447708896,4822744.76,16.2,6,Invertebrate,Forest,Migratory,Lower_risk
Phoenicurus erythrogastrus,Phoenicurus erythrogastrus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.6,8.5,3.5,3.6,26.2,96.6,22.9,73.8,23.6,74,27.46,57.27,Insessorial,0,3,3700,4,4,P,1500,5200,0.594530161,1.114090859,10.24154493,2.524884868,3629707.32,24.5,5,Invertebrate,Grassland,PartiallyMigratory,Lower_risk
Phoenicurus hodgsoni,Phoenicurus hodgsoni,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.5,7.8,3.3,3.2,23.2,82,16.6,65.2,20.2,68.2,24.33,39.34,Insessorial,0,2,4150,5,2,IP,150,4300,0.555090333,0.940323514,9.621010211,2.174225358,1423199.97,17,5,Invertebrate,Woodland,Migratory,Lower_risk
Monticola cinclorhyncha,Monticola cinclorhynchus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,22.5,12.8,4.6,5.3,23.3,99.5,27,72.2,27.1,67.2,26.82,38.04,Insessorial,0,2,1770,5,4,I,610,2380,0.625270011,1.020582974,9.513883591,2.596985901,406005.35,36,4,Invertebrate,Forest,Migratory,Lower_risk
Monticola rufiventris,Monticola rufiventris,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,25.9,13.7,5.3,6.3,26.6,120.8,29.4,92.5,24.1,98.2,18.7,34.65,Generalist,0,2,2200,4,3,IP,1200,3400,0.650361727,1.102192207,10.0787088,2.825054588,2361111.08,53.2,6,Invertebrate,Forest,Sedentary,Lower_risk
Monticola gularis,Monticola gularis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,20.4,11.2,4.4,5.8,23.8,97,30.7,66.1,31.7,64.2,34.48,55.52,Terrestrial,0,2,1650,4,1,IP,0,1650,0.601068552,0.974180383,9.765138055,2.418943812,2211022.26,34.6,8,Invertebrate,Forest,Migratory,Lower_risk
Monticola brevipes,Monticola brevipes,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,24,14.2,5,5,24.3,102.4,24.2,78.2,23.6,63.1,-33.36,-11.96,Terrestrial,0,2,2000,4,3,F,200,2200,0.68872969,1.084017627,9.572369745,3.050597119,1043690.36,33,4,Invertebrate,Rocky,Sedentary,Lower_risk
Monticola explorator,Monticola explorator,PASSERIFORMES,Muscicapidae,NT,1,0,0,1,23,13.2,4.6,5.1,32.8,100.1,25.1,75,25,61,-34.84,-24.68,Generalist,0,3,2600,3,3,F,600,3200,0.706185369,1.149418809,10.35616292,3.234656544,368644.24,44.4,4,Invertebrate,Grassland,Sedentary,Higher_risk
Monticola imerina,Monticola imerina,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,21.5,12.8,4.1,5,25.9,80.3,13.5,66.9,16.7,68.9,-25.61,-21.74,Generalist,1,2,200,3,2,M,0,200,0.706706332,1.072499842,10.42527764,3.161351785,18846.5,28.3,3,Fruit,Shrub,Sedentary,Lower_risk
Monticola erythronotus,Monticola erythronotus,PASSERIFORMES,Muscicapidae,NT,1,1,0,1,18.7,10,4.2,4.8,25.8,78.4,11.4,66.9,14.5,62.8,-12.71,-12.44,Insessorial,1,1,500,1,2,M,800,1300,0.671590534,0.905985789,9.261428021,2.693673756,377.22,28.3,3,Omnivore,Forest,Sedentary,Higher_risk
Monticola sharpei,Monticola sharpei,PASSERIFORMES,Muscicapidae,LC,1,1,0,0,18.1,10.3,4.1,4.6,24.3,75.5,14.1,61.6,18.5,58,-25.07,-13.26,Insessorial,1,1,1700,4,2,M,800,2500,0.654451677,0.883220023,9.18779277,2.574490463,242865.01,24.8,3,Omnivore,Forest,Sedentary,Lower_risk
Monticola saxatilis,Monticola saxatilis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,25.2,14.1,4.9,5.3,27.9,120.8,43.8,77,36.2,62,28.43,54.81,Insessorial,0,2,5000,8,2,E,0,5000,0.646807396,1.090089632,10.56274254,2.829460071,8709224.99,50.3,6,Invertebrate,Rocky,Migratory,Lower_risk
Monticola solitarius,Monticola solitarius,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,28.1,15.7,5.3,6,28.3,121.1,35.8,85.4,29.5,84.6,-3.3,50.34,Insessorial,0,2,4200,9,3,E,0,4200,0.617252518,1.002386737,10.72378422,2.560292891,9788977.12,53.7,6,Omnivore,Rocky,PartiallyMigratory,Lower_risk
Monticola rufocinereus,Monticola rufocinereus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,19.8,11.1,4.2,4.7,23.8,80.5,13.1,67.2,16.3,59.3,-3.57,20.68,Insessorial,0,1,600,5,2,F,800,1400,0.648981926,0.979440859,8.257108688,2.568378892,583391.08,24,4,Invertebrate,Rocky,Sedentary,Lower_risk
Monticola semirufus,Monticola semirufus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,23.2,11.4,4.3,5.5,26,109,20.8,88.3,19,76.6,3.98,14.81,Terrestrial,0,1,1250,5,1,F,1250,2500,0.689924955,1.116671009,9.412053088,3.01123608,386134.07,46.7,3,Invertebrate,Forest,Sedentary,Lower_risk
Monticola angolensis,Monticola angolensis,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,22.9,12.4,5.2,6.1,25.6,96.8,20.2,76.4,20.9,65.4,-20.82,-1.23,Terrestrial,0,1,2250,3,2,F,0,2250,0.667010406,1.063626216,9.17186528,2.825212319,2218343.4,44.4,4,Invertebrate,Woodland,Sedentary,Lower_risk
Monticola rupestris,Monticola rupestris,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,27.2,15.5,5.3,6.2,30.4,112.1,24.8,86.9,22.2,77.7,-34.84,-22.63,Generalist,0,3,2500,4,3,F,0,2500,0.731816604,1.201785349,12.01640528,3.64058997,557569.05,61.4,4,Omnivore,Rocky,Sedentary,Lower_risk
Saxicola jerdoni,Saxicola jerdoni,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.6,8.8,4.1,3.5,21.1,67,9.5,57.6,14.1,64.9,17.64,28.34,Insessorial,0,2,700,4,1,IP,0,700,0.58822223,1.117186164,7.216605778,2.370856448,392190.42,15.3,4,Invertebrate,Grassland,Sedentary,Lower_risk
Saxicola ferreus,Saxicola ferreus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.5,8.2,3.9,3.8,20.8,66.3,12.3,54.3,18.5,59.4,10.87,36.18,Insessorial,0,2,3300,5,2,IP,0,3300,0.518233816,0.987242706,6.702537099,1.991954475,3385788.78,14.7,6,Invertebrate,Shrub,Sedentary,Lower_risk
Saxicola gutturalis,Saxicola gutturalis,PASSERIFORMES,Muscicapidae,LC,1,1,0,0,14.6,9.2,3.4,4.1,24.4,71.4,11.4,59.1,16.2,67.8,-11,-8.33,Insessorial,1,1,1200,3,1,W,0,1200,0.597251317,1.029855518,7.07103616,2.317749184,30091.32,15.3,2,Invertebrate,Forest,Sedentary,Lower_risk
Saxicola rubetra,Saxicola rubetra,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.7,8,3.6,3.8,22.3,76.5,20.4,55.9,26.7,47.3,32.96,70.31,Insessorial,0,5,2300,6,3,FP,0,2300,0.472874632,1,7.435952703,1.914827845,10238944.41,16.6,7,Invertebrate,Grassland,Migratory,Lower_risk
Saxicola insignis,Saxicola insignis,PASSERIFORMES,Muscicapidae,VU,1,1,0,1,16.5,9.7,3.7,3.9,25.6,87.9,21,66.9,23.9,57.8,45.71,50.05,Insessorial,0,3,1000,2,1,IP,2100,3100,0.512548437,1.033936968,7.490249131,2.019763423,229113.44,15.3,5,Invertebrate,Grassland,Migratory,Higher_risk
Saxicola caprata,Saxicola caprata,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,14.9,7.7,3.6,3.8,20.9,70.1,10.7,59.7,15.1,51.5,-10.94,45.9,Insessorial,0,2,2400,7,1,AIW,0,2400,0.534930305,1.073783558,7.041901507,2.135149169,9769943,15.2,5,Invertebrate,Shrub,Migratory,Lower_risk
Saxicola leucurus,Saxicola leucurus,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,13.1,7.6,3.7,3.4,20.9,67.9,13.4,54.5,19.7,48,15.7,33.46,Insessorial,0,3,275,4,1,IP,0,275,0.566011859,1.074755821,7.046725445,2.246215879,803653.83,14.1,5,Invertebrate,Grassland,Sedentary,Lower_risk
Saxicola dacotiae,Saxicola dacotiae,PASSERIFORMES,Muscicapidae,NT,1,0,1,0,15.7,9.2,3.6,3.3,22,60.8,10.5,50.5,17.1,46,28.06,28.71,Insessorial,1,3,600,3,2,P,200,800,0.550614184,1.028273612,6.842398463,2.144452978,1260.31,12.2,5,Invertebrate,Shrub,Sedentary,Higher_risk
Saxicola torquatus,Saxicola torquatus,PASSERIFORMES,Muscicapidae,LC,1,0,0,1,15.3,7.9,3.5,3.4,21.9,67.3,14,53.3,20.8,48.3,-34.84,69.66,Insessorial,0,1,3000,8,4,MP,0,3000,0.484206796,1,8.83,2.112982391,32655980.34,14.1,5,Invertebrate,Shrub,PartiallyMigratory,Lower_risk
Saxicola tectes,Saxicola tectes,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,12.6,7.3,3.6,3.1,22.5,62.8,13.6,49.1,21.6,47.5,-21.37,-20.86,Insessorial,1,1,1800,5,1,M,1200,3000,0.567206931,0.993004802,8.833333333,2.24855242,2541.14,12.6,4,Invertebrate,Woodland,Sedentary,Lower_risk
Campicoloides bifasciatus,Campicoloides bifasciatus,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,19.8,11.2,4.3,4.7,31,89.4,15.5,73,17.5,64.7,-33.15,-23.55,Insessorial,0,3,200,4,3,F,1500,1700,0.650519556,1.213919572,8.940339999,2.883557283,244640.94,35,4,Invertebrate,Rocky,Sedentary,Lower_risk
Emarginata schlegelii,Emarginata schlegelii,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,18.1,9.3,3.3,3.4,29.7,94.7,23.9,70,25.4,66.2,-34.01,-11.84,Generalist,0,2,540,2,2,F,0,540,0.647103634,1.201102717,8.793311778,2.852097371,1144740.06,23.3,4,Invertebrate,Shrub,Sedentary,Lower_risk
Emarginata sinuata,Emarginata sinuata,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,15.2,9.6,3.1,3.5,27.6,77.2,14.9,62.3,19.3,49.6,-34.84,-25.99,Insessorial,0,3,850,4,2,F,2250,3100,0.651830655,1.187933226,8.700152864,2.864763543,793361.3,18.1,3,Invertebrate,Shrub,Sedentary,Lower_risk
Emarginata tractrac,Emarginata tractrac,PASSERIFORMES,Muscicapidae,LC,0,0,0,1,18.8,10.4,3.3,3.6,30.1,87.8,22.7,65.1,25.8,52.1,-32.95,-11.34,Insessorial,0,2,350,4,1,F,0,350,0.660557215,1.220917755,8.80259456,2.94614135,1018879.12,20.8,3,Invertebrate,Shrub,Sedentary,Lower_risk
Pinarochroa sordida,Pinarochroa sordida,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,15.8,8.5,3.3,3.5,27.9,74.7,9.9,64.7,13.3,51.6,-3.42,14.89,Insessorial,0,1,1000,5,1,F,3400,4400,0.640472948,1.176763783,7.997999694,2.725080491,188372.16,21,3,Invertebrate,Grassland,Sedentary,Lower_risk
Thamnolaea cinnamomeiventris,Thamnolaea cinnamomeiventris,PASSERIFORMES,Muscicapidae,LC,0,0,0,0,22.3,12.4,4.4,4.9,29.8,111.6,16.5,94.7,14.8,91,-34.12,16.99,Insessorial,0,2,2440,4,3,F,0,2440,0.635422062,1.345630815,10.43583468,2.980058882,2978092.64,39.8,4,Fruit,Rocky,Sedentary,Lower_risk
