Species1,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand.Wing.Index,Tail.Length,Habitat.Density,Primary.Lifestyle,Min.Latitude,Max.Latitude,RLM,LAT,MinAltitude,Elevational.Range,MaxAltitude,HB,DB,Flightlessness,Order,Habitat,Foraging,MatingSystem,NestPlacement,Territoriality,IslandDwelling,LogNightLights,LogHumanPopulationDensity,Family,IUCN_status,Range_size,Body_mass,Clutch_size,Diet,Migration,IslandEndemic,Adult.survival,Age.at.first.breeding,Maximum.longevity,GenLength,extinction_risk
Myiarchus barbirostris,19.6,11.5,6.8,4.2,18,71.2,11.1,60.2,15.4,69.8,1,Insessorial,17.7,18.53,L,1,0,2000,2000,4,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.75746665467544,5.40492710160629,Tyrannidae,LC,11021.79,13.4,4,Invertebrate,Sedentary,Yes,0.670240962,0.947432199,9.59853553,2.793600035,Lower_risk
Myiarchus cephalotes,21.7,12.4,6.5,5.7,21.3,88.8,14.4,74.5,16.2,87.4,2,Insessorial,-17.71,10.63,L,1,800,2200,3000,2,3,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.12115142108355,4.03953632572711,Tyrannidae,LC,292641.44,26.3,2.71527777777778,Invertebrate,Sedentary,No,0.759967032,1.023932955,9.548132263,3.50328662,Lower_risk
Myiarchus cinerascens,23,14.3,6.8,6.2,22.4,96,19.8,77,20.4,89.7,2,Insessorial,19.5,47.6,LN,2,0,2500,2500,4,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.228807099204,3.25037449192757,Tyrannidae,LC,3499111.39,28.2,7,Invertebrate,Migratory,No,0.675733979,1.015239481,11.91666667,2.989367065,Lower_risk
Myiarchus crinitus,22.7,15.5,8.5,6.9,21.8,98.8,21.6,79.4,21.4,88.1,1,Insessorial,8.61,55.55,L,1,0,1400,1400,6,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,strong,No,1.6154249193757,3.85862222870103,Tyrannidae,LC,5137539.15,32.1,8,Invertebrate,Migratory,No,0.7105,1,13.92,3.336289418,Lower_risk
Myiarchus ferox,21.7,14.4,7.7,5.8,21.8,85.8,12.2,73.4,14.2,86.9,2,Insessorial,-30.33,10.41,L,1,0,500,500,5,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.01942654690827,2.82137888640921,Tyrannidae,LC,11854121.16,27.5,3,Invertebrate,Sedentary,No,0.777763685,1.157097866,12.2565148,4.038552118,Lower_risk
Myiarchus magnirostris,18.6,11.2,5.7,4.2,21.2,67,9.4,57.6,14,64.2,2,Insessorial,-1.41,0.65,L,1,0,1000,1000,6,2,No,Passeriformes,Shrub,AerialSallying,NonCooperative,Cavity,weak,Yes,0.651355562432631,0,Tyrannidae,LC,7776.32,14.7,6,Invertebrate,Sedentary,Yes,0.736043174,1.017857784,9.810908325,3.31681477,Lower_risk
Myiarchus nugator,27.4,17.9,8.7,6.8,24.8,95.8,13.2,82.6,13.8,89.8,1,Insessorial,11.99,13.38,L,1,0,1200,1200,6,3,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,Yes,1.78972720703726,5.37943641783283,Tyrannidae,LC,774.93,37,4,Omnivore,Sedentary,Yes,0.769809473,1.202955665,11.74843917,4.003920855,Lower_risk
Myiarchus nuttingi,17.5,12.3,6.5,5.5,18.9,83.2,14.9,65.6,18.5,81.9,2,Insessorial,9.55,30.49,L,2,0,1800,1800,3,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.26860068340795,4.30406509320417,Tyrannidae,LC,634487.92,23,5,Invertebrate,PartiallyMigratory,No,0.717054617,0.995257393,11.42275061,3.238567512,Lower_risk
Myiarchus oberi,25.8,16.3,8.1,6.4,23.3,95.8,14.7,81.1,15.3,89,2,Insessorial,13.7,17.73,L,1,100,800,900,4,2,No,Passeriformes,Woodland,ArborealGleaning,NonCooperative,Cavity,weak,Yes,2.09163299143169,5.50370419627299,Tyrannidae,LC,4421.69,34.7,4,Invertebrate,Sedentary,Yes,0.756836621,1.121133299,12.49188101,3.794231325,Lower_risk
Myiarchus panamensis,21.6,14.6,7.7,6.4,23,90.4,15.5,74.7,17.2,88.6,2,Insessorial,0.97,11.39,L,1,0,1400,1400,4,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.17095299652898,4.02535169073515,Tyrannidae,LC,370862.95,31.7,3,Invertebrate,Sedentary,No,0.784523307,1.189950176,12.58041079,4.251732417,Lower_risk
Myiarchus phaeocephalus,22.5,14.1,7.1,5.4,21.8,93,11.3,81.2,12.2,89.8,2,Insessorial,-6.74,1.08,L,1,0,1500,1500,5,1,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.24725094452175,4.32148013480585,Tyrannidae,LC,99662.27,26.3,4,Invertebrate,Sedentary,No,0.760437586,1.024308637,9.54339085,3.507286663,Lower_risk
Myiarchus sagrae,22.4,14.1,6.6,4.9,19.2,82,11.2,70.8,13.7,80,2,Insessorial,19.26,27.23,L,1,0,1500,1500,4,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.25491098282004,4.67749084756772,Tyrannidae,LC,122416.83,19.3,4,Invertebrate,Sedentary,Yes,0.699273056,0.979163302,10.17256723,3.016843682,Lower_risk
Myiarchus semirufus,24.1,15.9,7.3,5.3,21.6,87.8,10.8,76.9,12.4,87.5,2,Insessorial,-9.55,-4.03,L,1,0,500,500,3,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,0.976698111709522,3.06805293513362,Tyrannidae,VU,3794.35,22.5,4,Invertebrate,Sedentary,No,0.750105162,0.99395362,9.318390697,3.264018813,Higher_risk
Myiarchus stolidus,21.9,13.7,6.5,5.1,21.7,85.2,11,74.2,12.9,84,1,Insessorial,17.54,20.09,L,1,0,1800,1800,4,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.37360701309047,5.3963511068194,Tyrannidae,LC,86228.49,20.8,4,Invertebrate,Sedentary,Yes,0.722314937,1.033147881,10.4763257,3.232198905,Lower_risk
Myiarchus swainsoni,20.2,14.6,7,5.7,20.6,88.6,15,73.2,17,82.9,2,Insessorial,-41.17,8.63,L,2,0,1200,1200,5,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.07187337372826,3.04452243772342,Tyrannidae,LC,11083742.29,25.1,4,Invertebrate,Migratory,No,0.707626224,1.072106229,10.668715540000001,3.241763351,Lower_risk
Myiarchus tuberculifer,21.1,12.9,7.1,5.2,20.1,80.4,15.5,66.8,18.8,76.5,1,Insessorial,-26.87,34.88,L,1,0,2800,2800,4,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.00985340654897,3.05870707271538,Tyrannidae,LC,10588401.3,17.7,4,Invertebrate,Sedentary,No,0.687123079,1.000820958,9.474845607,2.87880942,Lower_risk
Myiarchus tyrannulus,23.2,15.1,8.2,6.5,21.9,92,15.4,76.8,16.6,85.7,2,Insessorial,-32.56,37.51,L,2,0,2000,2000,4,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.13678705056488,3.29212628660779,Tyrannidae,LC,10591424.15,35.5,4,Invertebrate,PartiallyMigratory,No,0.708665825,1.103969901,11,3.281657418,Lower_risk
Myiarchus validus,26.1,17.1,8.3,6.7,23.4,101.8,14.3,87.5,14,98,1,Insessorial,17.7,18.53,L,1,300,1700,2000,3,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.75746665467544,5.40492710160629,Tyrannidae,LC,11021.79,40.6,5,Omnivore,Sedentary,Yes,0.748004406,1.112371828,12.66806774,3.775357839,Lower_risk
Myiarchus venezuelensis,21.4,14.6,7.6,5.6,20,91,15.9,75.1,17.5,89,2,Insessorial,6.74,12.49,L,1,0,600,600,2,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.35389448554248,4.34120464015363,Tyrannidae,LC,234706.4,29.8,2.71527777777778,Invertebrate,Sedentary,No,0.756753933,1.02117952,10.69034639,3.594438019,Lower_risk
Myiarchus yucatanensis,20.6,13.4,6.9,6,22.2,81.4,12,69.3,14.8,85,2,Insessorial,16.96,21.61,L,1,0,250,250,2,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,strong,No,1.11758650657552,3.16968558067743,Tyrannidae,LC,165390.72,19.6,2.71527777777778,Invertebrate,Sedentary,No,0.726631969,0.967863333,9.400900488,3.087271408,Lower_risk
Myiobius atricaudus,12.7,7,4.3,3.2,15.8,59.6,7.8,51.8,13,59.4,1,Insessorial,-24.82,11.68,L,1,0,1000,1000,4,1,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.08969454835004,3.37416870927424,Tityridae,LC,4897288.43,10,2,Invertebrate,Sedentary,No,0.515310738,1.098629211,7.292264034,2.093605357,Lower_risk
Myiobius barbatus,12.9,7,4.3,3.7,14.8,62.5,10.7,52.6,16.8,54.3,1,Insessorial,-27.82,8.65,L,1,0,600,600,3,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,0.921155870319381,2.76000994003292,Tityridae,LC,6231670.56,11,2,Invertebrate,Sedentary,No,0.527386951,1.136925794,7.466398159,2.172476438,Lower_risk
Myiobius villosus,14.8,7.3,5.1,3.3,18,68.1,11.7,56.7,17.1,63.9,1,Insessorial,-16.38,10.68,L,1,900,1200,2100,2,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,0.914691219228694,3.3178157727231,Tityridae,LC,270819.42,14.1,2.54347826086956,Invertebrate,Sedentary,No,0.474782104,0.99016477,7.399282202,1.90117816,Lower_risk
Myioborus brunniceps,12.3,6.8,3.9,3.4,20,62.5,8.9,53.6,14.3,67.1,1,Insessorial,-32.93,-16.25,L,2,1400,1800,3200,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,weak,No,1.14185834543543,3.20680324363393,Parulidae,LC,112336.71,9.2,3.62179487179486,Invertebrate,Sedentary,No,0.588383627,0.979898129,6.840592556,2.234176173,Lower_risk
Myioborus flavivertex,12.2,6.8,4.2,3.6,19,62.2,12.2,50.1,19.6,59.5,1,Insessorial,10.34,11.09,L,1,2000,1050,3050,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedGround,strong,No,0.727427152512826,0.832909122935104,Parulidae,LC,5278,15,2,Invertebrate,Sedentary,No,0.671818866,1.363247073,8.268821866,3.063995699,Lower_risk
Myioborus melanocephalus,13.2,6.5,3.9,3.4,19.6,66,10.2,55.4,15.5,66.5,1,Insessorial,-17.58,1.11,L,1,2000,1300,3300,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.10668191970032,3.6163087612791,Parulidae,LC,185791.05,11.3,2,Invertebrate,Sedentary,No,0.642688446,1.243926241,7.498281022,2.710533956,Lower_risk
Myioborus miniatus,11.9,7,4.1,3.3,17.7,63.6,10.6,52,17,64.9,1,Insessorial,-19.89,28.82,L,1,600,2400,3000,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedGround,weak,No,1.26860068340795,4.38701417618492,Parulidae,LC,1254327.4,9,4,Invertebrate,Sedentary,No,0.628021324,1.189395444,7.198839434,2.597188623,Lower_risk
Myioborus ornatus,12.6,7.1,4.1,3.8,19,70.2,10.1,58.8,14.7,71.3,1,Insessorial,4,7.7,L,1,2400,1000,3400,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedGround,strong,No,1.36385758925697,4.99247132346858,Parulidae,LC,39629.13,11.7,3.62179487179486,Invertebrate,Sedentary,No,0.590499309,1,6.6,2.262258433,Lower_risk
Myioborus pictus,12,6.7,3.7,3.4,17.4,73.2,14.8,58.4,20.2,62.7,2,Insessorial,12.75,36.34,LN,2,1000,2000,3000,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedGround,strong,No,1.26243326360284,4.14788532915013,Parulidae,LC,1124631.5,9.8,7,Invertebrate,Sedentary,No,0.469197999,1,6.632516536,1.848723171,Lower_risk
Myioborus torquatus,12.1,7.1,4.5,3.6,19.4,64.5,8.7,53.9,13.9,66.3,1,Insessorial,8.5,10.42,L,1,1600,1900,3500,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.00985340654897,3.18635263316264,Parulidae,LC,5261.72,10.5,3,Invertebrate,Sedentary,No,0.616708477,1.179498721,7.219677976,2.542641503,Lower_risk
Myiodynastes bairdii,28,18.5,10.1,9.1,24.6,116,23,93,19.8,94,2,Insessorial,-11.19,-0.34,L,1,0,1000,1000,5,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.31826200722704,4.57882621064849,Tyrannidae,LC,96352.03,45,5,Invertebrate,Sedentary,No,0.600528002,1.031865125,10.06763871,2.473794718,Lower_risk
Myiodynastes chrysocephalus,26.6,17.7,11.1,7.7,18.5,106,22.6,83.8,21.2,89.1,2,Insessorial,-23.02,-5.59,L,1,1000,1800,2800,1,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.19802754953329,4.22244456484942,Tyrannidae,LC,176225.83,38.3,2,Invertebrate,Sedentary,No,0.72384674,1.135639157,10.5729474,3.433148595,Lower_risk
Myiodynastes hemichrysus,24.8,16.5,10.1,7.1,18.5,99.5,17.9,81.6,18,82.1,1,Insessorial,-5.76,11.19,L,1,600,1700,2300,3,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.951597874006527,2.91235066461494,Tyrannidae,LC,319266.74,43.4,3,Omnivore,Sedentary,No,0.693462302,1.077216302,9.958654314,3.075494434,Lower_risk
Myiodynastes luteiventris,25.3,16.3,9.8,8.1,19.5,109.3,28.2,79.9,26,79.9,2,Insessorial,9.55,32.95,L,1,0,2000,2000,2,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.20236568043175,3.91800507710569,Tyrannidae,LC,1255922.08,46.9,4,Invertebrate,Migratory,No,0.671188024,1.093799448,10.73775761,2.9963369,Lower_risk
Myiodynastes maculatus,25.6,18.4,10.5,8.4,19.5,107.9,21.8,85,20.3,79,2,Insessorial,-6.02,23.38,L,2,0,1675,1675,5,3,No,Passeriformes,Woodland,AerialSallying,NonCooperative,Cavity,weak,No,1.06778997237244,3.06339092202781,Tyrannidae,LC,4626474.72,43.2,4,Invertebrate,Migratory,No,0.590499309,1,9.97001009,2.390185369,Lower_risk
Myiomela diana,16.3,9.4,3.6,4.3,26,83,13,69.8,15.7,66,1,Generalist,-7.5,5.51,I,2,1000,1400,2400,1,1,No,Passeriformes,Forest,GroundForaging,NonCooperative,Cavity,weak,No,0.883756169761018,4.26969744969996,Muscicapidae,LC,91597.85,26.2,2,Invertebrate,Sedentary,No,0.686804739,1.162464344,8.216706929,2.938676209,Lower_risk
Myiomela leucura,17,9.7,3.6,4.3,27.2,90.8,18.7,72,20.6,72.6,2,Generalist,3.08,34.39,IP,2,200,2500,2700,4,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.20236568043175,4.89709325269713,Muscicapidae,LC,2713438.9,26.8,5,Invertebrate,Sedentary,No,0.590499309,1.144208007,9.97001009,2.534393376,Lower_risk
Myiopagis caniceps,11.2,6.3,3.4,3.1,16,59.4,11.1,48.3,18.7,52.7,1,Insessorial,-28.81,-2.37,L,1,0,1100,1100,4,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.063659179389,3.09557760852371,Tyrannidae,LC,2653719.82,10.5,2,Invertebrate,Sedentary,No,0.608795845,1.109238504,7.674422025,2.511584615,Lower_risk
Myiopagis cotta,11.7,6.2,3.1,3,16.7,66.2,12.2,54,18.5,63.2,2,Insessorial,17.7,18.53,L,1,0,2000,2000,4,2,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.75746665467544,5.40492710160629,Tyrannidae,LC,11021.79,11.6,3,Invertebrate,Sedentary,Yes,0.601638131,1.046926922,7.435604151,2.351610016,Lower_risk
Myiopagis flavivertex,12.6,7.5,4.1,3.4,17.7,61.5,10.7,50.8,17.4,56.2,1,Insessorial,-11.16,10.48,L,1,0,300,300,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,strong,No,0.85723212890964,2.29253475714054,Tyrannidae,LC,1303223.78,11.8,2.71527777777778,Invertebrate,Sedentary,No,0.637892097,0.997432132,7.081958538,2.444695333,Lower_risk
Myiopagis gaimardii,11.3,6.9,3.9,3.2,17.8,57.3,10.3,46.1,18.4,52.8,1,Insessorial,-21.86,12.46,L,1,0,1000,1000,3,2,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.901334477574,2.16332302566054,Tyrannidae,LC,8673168.36,12,2,Invertebrate,Sedentary,No,0.646625009,1.139175002,7.498659461,2.621738041,Lower_risk
Myiopagis olallai,11.1,6.9,3.4,3.1,16.7,58.9,10.7,48.2,18.1,50.7,1,Insessorial,-13.01,10.04,L,1,900,600,1500,1,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.809780125978775,2.12823170584927,Tyrannidae,LC,17655.7,12.1,2.71527777777778,Invertebrate,Sedentary,No,0.636050202,1.001617475,7.152065045,2.44148039,Lower_risk
Myiopagis subplacens,13.2,7.2,3.9,3.5,19.4,68.5,11.1,57.3,16.3,65.5,2,Insessorial,-7.14,1.09,L,1,0,1800,1800,2,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.27708677975696,4.40549899085902,Tyrannidae,LC,109447.79,15.9,2.71527777777778,Invertebrate,Sedentary,No,0.652346748,1.055251364,7.534433152,2.660411668,Lower_risk
Myiopagis viridicata,11.8,7.1,3.8,3.6,16.9,60,11.3,47.8,19,55.3,2,Insessorial,-30.62,23.88,L,1,0,1800,1800,4,3,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.13678705056488,3.3178157727231,Tyrannidae,LC,7389845.28,11.5,2,Invertebrate,Migratory,No,0.614863966,1.129487807,7.520213004,2.559138386,Lower_risk
Myiophobus fasciatus,13.5,7.4,5,3.6,16.5,58.9,11,48.1,18.7,54.1,2,Insessorial,-37.25,11.43,L,2,0,2700,2700,5,2,No,Passeriformes,Woodland,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.13678705056488,3.39785848039664,Tyrannidae,LC,10017556.29,9.9,3,Invertebrate,Migratory,No,0.590499309,1.144208007,9.97001009,2.534393376,Lower_risk
Myiophobus flavicans,13.9,6.7,4.2,3.4,17.8,68,11.8,56.1,17.3,55.8,1,Insessorial,-13.27,10.93,L,1,1500,1200,2700,1,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.25109855097424,4.40671924726425,Tyrannidae,LC,272300.04,12.7,2.71527777777778,Invertebrate,Sedentary,No,0.642747592,1.011005741,7.170282128,2.477852662,Lower_risk
Myiopsitta monachus,22.2,19.7,12.9,20.2,16.6,145.2,64.8,80,44.7,125.6,2,Insessorial,-43.46,-15.91,L,2,0,1000,1000,3,3,No,Psittaciformes,Woodland,ArborealGleaning,Cooperative,Cavity,none,No,1.06983751767545,2.96010509591084,Psittacidae,LC,2722615.89,120,7,Herbivore,Sedentary,No,0.586886025,1.99890471,19.95,5.477657609,Lower_risk
Myiornis albiventris,10.5,6.4,3.6,2.8,13,37.4,4.5,33,11.9,24,1,Insessorial,-18.37,-4.05,L,1,400,800,1200,1,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,0.840896415253715,2.37954613413017,Tyrannidae,LC,153561.37,5.5,2.71527777777778,Invertebrate,Sedentary,No,0.569638584,0.85947811,6.317385359,1.970857697,Lower_risk
Myiornis atricapillus,11.7,7.2,3.8,2.9,12.8,34.5,5.2,29.3,14.9,16.1,1,Insessorial,-0.11,10.73,L,1,0,900,900,2,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,0.901334477574,3.09557760852371,Tyrannidae,LC,184278.95,5.7,2,Invertebrate,Sedentary,No,0.59788567,0.983477027,6.52983169,2.273792039,Lower_risk
Myiornis auricularis,11.3,6.7,3.2,2.6,13.6,39.8,4.1,35.7,10.2,27.5,1,Insessorial,-30.34,-12.77,L,2,0,1250,1250,3,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,1.41773591483893,4.34639945703073,Tyrannidae,LC,1267042.85,5.3,3,Invertebrate,Sedentary,No,0.552187774,0.854263103,6.444142573,1.912292309,Lower_risk
Myiornis ecaudatus,10.2,6.3,3.1,3,11.5,32,4.7,26.8,15,16.6,1,Insessorial,-17.66,10.84,L,1,0,950,950,1,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,Cavity,weak,No,0.81903625881272,1.79175946922805,Tyrannidae,LC,6431271.74,5.3,2,Invertebrate,Sedentary,No,0.592372932,0.967674049,6.380513274,2.149936755,Lower_risk
Myiotheretes fumigatus,23.7,13.4,7.1,5.3,23.4,110.1,23.6,86.5,21.4,84.8,2,Insessorial,-13.33,10.75,L,1,1800,1200,3000,1,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.31277141725489,4.65776263610726,Tyrannidae,LC,214456.43,33.4,2,Invertebrate,Sedentary,No,0.700552102,1.218165836,8.60658759,3.176381383,Lower_risk
Myiotheretes fuscorufus,21.8,12.2,6.6,5.2,23.1,101,22.1,78.9,21.8,80.7,2,Insessorial,-17.88,-9.43,L,1,2200,1200,3400,3,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.752120618617279,2.37954613413017,Tyrannidae,LC,109817.51,31.7,2,Invertebrate,Sedentary,No,0.679794193,1.205960213,8.820198203,3.041001781,Lower_risk
Myiotheretes pernix,24.8,16,7.7,5.7,23.9,100,19.8,80.2,19.8,83.8,2,Insessorial,10.68,11.18,L,1,2100,1200,3300,3,1,No,Passeriformes,Forest,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.660219580407963,0.0953101798043249,Tyrannidae,EN,546.69,33,2.71527777777778,Invertebrate,Sedentary,No,0.707611674,1.306896148,9.472762017,3.308060182,Higher_risk
Myiotheretes striaticollis,27.4,16.1,8.2,6.9,25.3,140.1,36.2,103.7,25.8,98.8,2,Insessorial,-27.32,11.15,L,2,2400,1000,3400,3,2,No,Passeriformes,Shrub,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.08969454835004,3.79773385902602,Tyrannidae,LC,632466.9,61.2,2.71527777777778,Invertebrate,Sedentary,No,0.719280959,1.332347639,10.64240096,3.593318658,Lower_risk
Myiothlypis bivittata,14.9,7.8,4.1,4,22.5,64.1,9.1,54.9,14.2,59.9,1,Insessorial,-24.18,-12.58,L,1,700,1100,1800,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.774596669241483,1.50407739677627,Parulidae,LC,116028.34,14.6,4,Invertebrate,Sedentary,No,0.590499309,1.144208007,9.97001009,2.534393376,Lower_risk
Myiothlypis chlorophrys,12.9,7.8,4.6,4.2,19.6,61,11.4,49.5,18.8,48.1,1,Insessorial,-2.53,5.39,L,1,300,1200,1500,1,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.779920670985083,2.79116510781272,Parulidae,LC,24162.63,16.2,3,Invertebrate,Sedentary,No,0.590499309,1.144208007,9.97001009,2.534393376,Lower_risk
Myiothlypis chrysogaster,14.6,7.9,3.9,3.8,19.6,61.2,10,51.3,16.3,56.2,1,Insessorial,-14.87,-6.86,L,1,500,1000,1500,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.727427152512826,1.90210752639692,Parulidae,LC,42961.21,11.2,3.62179487179486,Invertebrate,Sedentary,No,0.590499309,1.144208007,9.97001009,2.534393376,Lower_risk
Myiothlypis cinereicollis,16.3,8.2,4.5,4.2,21.5,62.5,11.4,51.2,18.2,54,1,Insessorial,4.25,10.73,L,1,800,1300,2100,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.07591063303558,3.72086249996699,Parulidae,LC,36284.92,17.2,3.62179487179486,Invertebrate,Sedentary,No,0.634557664,1.016167853,7.334760492,2.450045822,Lower_risk
Myiothlypis conspicillata,15.4,7.7,4.1,4.1,21.5,64.6,9.3,55.3,14.4,58,1,Insessorial,10.16,11.28,L,1,750,1450,2200,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,0.904729394452974,0.741937344729377,Parulidae,NT,2716.57,13.7,4,Invertebrate,Sedentary,No,0.587545365,1.030649256,7.203459898,2.281772315,Lower_risk
Myiothlypis coronata,15.2,7.7,4.3,4.2,22.7,68.3,9.9,58.6,14.4,61.3,1,Insessorial,-17.73,9.94,L,1,1300,1200,2500,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.11035255689074,3.79997350161952,Parulidae,LC,417599.18,16.3,2,Invertebrate,Sedentary,No,0.653677576,1.06083269,7.57836184,2.672433617,Lower_risk
Myiothlypis flaveola,14.6,8.7,4,4.2,20.4,66.3,8.1,56.1,12.5,59.7,1,Generalist,-25.92,11.53,L,1,0,1000,1000,3,1,No,Passeriformes,Woodland,GroundForaging,NonCooperative,Cavity,weak,No,1.14686295772276,3.20274644293832,Parulidae,LC,4100375.8,13.2,3,Invertebrate,Sedentary,No,0.610171322,1.073754653,7.476977437,2.411392533,Lower_risk
Myiothlypis fraseri,13.5,8.5,5,4.6,20.1,65,8.9,56.1,13.7,55.7,2,Insessorial,-6.32,0.91,L,1,0,1800,1800,3,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,weak,No,1.31607401295249,4.53044663979215,Parulidae,LC,60912.85,11.6,3.62179487179486,Invertebrate,Sedentary,No,0.634281454,0.993502364,7.084046156,2.426273911,Lower_risk
Myiothlypis fulvicauda,14.3,8.6,4.5,3.9,22.5,63.3,9.8,54.5,15.3,49.7,1,Terrestrial,-13.81,16.03,L,1,0,1000,1000,2,1,No,Passeriformes,Riparian,GroundForaging,NonCooperative,Cavity,strong,No,0.790252997362136,2.10413415427021,Parulidae,LC,2473113.96,14.9,2,Invertebrate,Sedentary,No,0.660156824,1.188405823,7.783497899,2.831559671,Lower_risk
Myiothlypis leucoblephara,14.5,8.3,3.5,3.6,23.7,64.4,10.2,54.2,15.9,57.2,1,Terrestrial,-34.98,-19.72,L,2,0,1600,1600,2,1,No,Passeriformes,Forest,GroundForaging,NonCooperative,Cavity,strong,No,1.33852429440668,4.04129534113228,Parulidae,LC,1572872.23,15.1,4,Invertebrate,Sedentary,No,0.538846217,1.003330278,7.929718854,2.114537034,Lower_risk
Myiothlypis luteoviridis,14.9,7,3.9,3.9,20.3,66.6,8.4,58.5,12.6,64,1,Insessorial,-5.78,8.94,L,1,2300,1100,3400,2,1,No,Passeriformes,Forest,ArborealGleaning,NonCooperative,Cavity,strong,No,1.12643586326295,4.37449836825309,Parulidae,LC,124562.37,12.9,3.62179487179486,Invertebrate,Sedentary,No,0.590499309,1.144208007,9.97001009,2.534393376,Lower_risk
