original_name,standardized_name,Residential_development,Agriculture,Energy,Transportation,Biological_use_hunting,Human_intrusions,Natural_modifications,Invasive_species,Pollution,Geological_events,Climate_change,Number_of_threats,Habitat_density,Primary_lifestyle,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Flightlessness,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Foraging_strategy,Mating_system,Nest_placement,Territoriality,Island_dwelling,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Querula purpurata,Querula purpurata,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,28.8,19.5,12.5,9.7,24.3,178.2,31.7,148.7,17.6,117.6,-15.51,11.22,0,L,1,0,1200,1200,1,2,No,0.891,1.858725824,13.18568107,6.025754042,AerialSallying,Cooperative,ExposedElevated,strong,No,0.809780125978775,1.82454929205105,PASSERIFORMES,Cotingidae,5636816.57,107.4,LC,1,Fruit,Forest,Sedentary,Lower_risk
Pyroderus scutatus,Pyroderus scutatus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,42.5,26.3,13.8,15.5,38,231,41,183.8,18.2,152.2,-30.68,11.04,0,L,2,0,2700,2700,2,2,No,0.822005854,2.420277698,18.50365105,6.493984385,ForagingGeneralist,NonCooperative,ExposedElevated,none,No,1.34678718241662,4.22244456484942,PASSERIFORMES,Cotingidae,2116677.8,357,LC,2,Fruit,Forest,PartiallyMigratory,Lower_risk
Cephalopterus glabricollis,Cephalopterus glabricollis,0,1,0,1,1,0,0,0,0,0,1,4,1,Insessorial,33.6,30.4,17.6,15.1,40.4,233,35.9,201.8,15.2,118.4,8.4,10.8,0,L,1,100,1400,1500,2,3,No,0.805746998,2.449553308,18.14749614,6.153855404,AerialSallying,NonCooperative,ExposedElevated,none,No,1.00985340654897,3.02529107579554,PASSERIFORMES,Cotingidae,14362.87,379.5,EN,1,Fruit,Forest,PartiallyMigratory,Higher_risk
Cephalopterus penduliger,Cephalopterus penduliger,1,1,1,1,1,0,0,0,0,0,0,5,1,Insessorial,39.9,33.3,18.4,17.2,45.2,249.6,35.4,211.6,14.4,138.6,-3.66,4.05,0,L,1,80,1720,1800,2,3,No,0.819768761,2.39434489,17.16840576,6.24833433,ForagingGeneralist,NonCooperative,ExposedElevated,none,No,1.03780198565377,3.73766961828337,PASSERIFORMES,Cotingidae,69374.2,338,VU,1,Fruit,Forest,Sedentary,Higher_risk
Perissocephalus tricolor,Perissocephalus tricolor,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,47.7,29.3,15.5,15.1,40.1,211,31.4,179.8,14.9,112.6,-3.34,8.26,0,L,1,0,1400,1400,1,2,No,0.819875616,2.39557152,17.28028717,6.251339678,AerialSallying,NonCooperative,ExposedElevated,none,No,0.707106781186548,1.50407739677627,PASSERIFORMES,Cotingidae,1655180.77,338.9,LC,1,Fruit,Forest,Sedentary,Lower_risk
Lipaugus unirufus,Lipaugus unirufus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,24,15,7.2,8.1,21.2,132.4,26.8,103.9,20.4,112,0.07,18.45,0,L,1,0,1200,1200,1,2,No,0.795402143,1.763094803,12.86494872,4.828478618,AerialSallying,NonCooperative,ExposedElevated,none,No,0.933691484757216,3.12236492448736,PASSERIFORMES,Cotingidae,462431.54,82.1,LC,1,Fruit,Forest,Sedentary,Lower_risk
Lipaugus lanioides,Lipaugus lanioides,1,1,0,0,1,0,0,0,0,0,0,3,1,Insessorial,26.1,16,8,8.3,24.6,133.8,22.8,111,17,116,-27.36,-14.44,0,L,2,500,500,1000,1,2,No,0.761532626,1.863950273,14.57110588,4.74156429,AerialSallying,NonCooperative,ExposedElevated,none,No,1.72527540213945,5.48811093818069,PASSERIFORMES,Cotingidae,201153.3,94.8,LC,1,Fruit,Forest,Sedentary,Lower_risk
Lipaugus vociferans,Lipaugus vociferans,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,26.9,13.8,8,7.3,21.4,123.1,20.9,102.1,16.9,110.2,-20.88,10.58,0,L,1,0,900,900,2,2,No,0.73690732,1.387102824,10.92328201,3.791478655,AerialSallying,NonCooperative,ExposedElevated,none,No,0.81903625881272,1.82454929205105,PASSERIFORMES,Cotingidae,7063057.92,75.4,LC,1,Fruit,Forest,Sedentary,Lower_risk
Procnias tricarunculatus,Procnias tricarunculatus,0,1,0,0,1,0,0,0,0,0,0,2,1,Insessorial,27.8,16.2,9.7,7.4,29.4,166,38.3,127.7,23,113.2,7.27,15.62,0,L,1,900,1500,2400,1,1,No,0.736070776,2.535532703,14.70664751,5.407613187,AerialSallying,NonCooperative,ExposedElevated,none,No,1.3831531538376,4.748404354074,PASSERIFORMES,Cotingidae,22550.75,210,VU,1,Fruit,Forest,Sedentary,Higher_risk
Procnias nudicollis,Procnias nudicollis,1,1,1,1,1,0,0,0,0,0,0,5,1,Insessorial,27,10.9,7.1,5.9,29.4,148.4,35.1,111.6,24,82.6,-32.22,-8.2,0,L,2,0,1150,1150,1,1,No,0.768974762,2.5,16.29372227,5.754975502,AerialSallying,NonCooperative,ExposedElevated,none,No,1.3897196809367,4.28496492183075,PASSERIFORMES,Cotingidae,1467436.56,172,NT,2,Fruit,Forest,Sedentary,Lower_risk
Procnias averano,Procnias averano,0,1,0,0,1,0,0,0,0,0,0,2,1,Insessorial,27.1,11.4,7.5,6.7,29.4,152.7,39.7,113.8,25.9,88,-10.79,11.36,0,L,1,150,1450,1600,3,1,No,0.78268051,2.5,14.79102778,5.633134705,AerialSallying,NonCooperative,ExposedElevated,none,No,1.20236568043175,3.77276093809464,PASSERIFORMES,Cotingidae,1123871.61,146.1,NT,2,Fruit,Forest,Sedentary,Lower_risk
Cotinga nattererii,Cotinga nattererii,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,18.1,10.2,6,5.7,22.5,111.8,27.7,84.1,24.8,76.8,-0.02,9.63,0,L,1,0,1000,1000,2,1,No,0.704811029,1.16759894,12.0540866,3.372184309,AerialSallying,NonCooperative,ExposedElevated,none,No,0.987258544901434,3.42100000895834,PASSERIFORMES,Cotingidae,176421.95,57.2,LC,2,Fruit,Forest,Sedentary,Lower_risk
Cotinga ridgwayi,Cotinga ridgwayi,0,1,0,0,1,0,0,0,0,0,0,2,1,Insessorial,17.1,9,5.2,5.2,20.1,102.9,26,76.8,25.3,66.1,8.03,9.95,0,L,1,0,1850,1850,2,1,No,0.698128366,1.141513088,11.92023386,3.291150314,AerialSallying,NonCooperative,ExposedElevated,none,No,1.1906908447938,3.45946628978613,PASSERIFORMES,Cotingidae,8354.02,57.2,VU,2,Fruit,Forest,Sedentary,Higher_risk
Conioptilon mcilhennyi,Conioptilon mcilhennyi,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,20.8,11.8,7.2,6.1,24.3,145.8,26.9,118.9,18.4,88.4,-13.02,-8.53,0,L,1,0,300,300,3,3,No,0.67565663,1.53480605,12.54427605,3.668337462,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.651355562432631,0.641853886172395,PASSERIFORMES,Cotingidae,146164.97,90,LC,1,Fruit,Forest,Sedentary,Lower_risk
Gymnoderus foetidus,Gymnoderus foetidus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,29.3,16.6,9.5,8.8,31.9,201.4,42.1,164,20.5,121.7,-17.76,7.39,0,L,1,0,500,500,2,2,No,0.811209636,2.2998158,16.89243819,6.013523541,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.832358290057563,1.64865862558738,PASSERIFORMES,Cotingidae,5252269.51,275.5,LC,1,Fruit,Riparian,Sedentary,Lower_risk
Xipholena punicea,Xipholena punicea,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,18.2,10.7,6.3,5.7,22.7,124,16.3,107.4,13.3,66,-15.7,8.65,0,L,1,0,500,500,2,3,No,0.695026249,1.746370687,12.68440203,3.870905138,AerialSallying,NonCooperative,ExposedElevated,none,No,0.757928931136556,1.33500106673234,PASSERIFORMES,Cotingidae,3624635.86,68.1,LC,1,Fruit,Forest,Sedentary,Lower_risk
Xipholena lamellipennis,Xipholena lamellipennis,0,1,0,0,1,0,1,0,0,0,0,3,1,Insessorial,19.8,10.2,6.1,5.4,20.9,109.8,18.7,90.1,17.2,74.2,-9.57,-0.58,0,L,1,0,400,400,1,1,No,0.642497758,1.476072066,10.84544316,3.187880844,AerialSallying,NonCooperative,ExposedElevated,none,No,0.880111736793393,2.3887627892351,PASSERIFORMES,Cotingidae,1007777.54,53.8,NT,1,Fruit,Forest,Sedentary,Lower_risk
Xipholena atropurpurea,Xipholena atropurpurea,1,1,0,0,1,0,1,0,0,0,0,4,1,Insessorial,18.3,10.2,5.2,5.4,20.3,110.2,24,86,21.8,65.1,-22.27,-6.62,0,L,1,0,900,900,3,3,No,0.688806988,1.710665686,13.18960307,3.935175447,ForagingGeneralist,NonCooperative,ExposedElevated,none,No,1.3668043639186,3.03974915897077,PASSERIFORMES,Cotingidae,1836.59,61.3,VU,1,Fruit,Forest,Sedentary,Higher_risk
Carpodectes antoniae,Carpodectes antoniae,1,1,0,1,1,0,0,0,0,0,0,4,2,Insessorial,20.8,11.1,6.3,6.8,23.6,130.4,26.7,104.8,20.5,72.2,7.61,9.87,0,L,1,0,750,750,3,2,No,0.763205839,1.876179031,13.92225123,4.699837948,AerialSallying,NonCooperative,ExposedElevated,none,No,1.17250701852345,3.58629286533884,PASSERIFORMES,Cotingidae,2191.64,98,NT,2,Fruit,Coastal,Sedentary,Lower_risk
Carpodectes nitidus,Carpodectes nitidus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,20.1,11.6,6.3,7.4,25,133.7,25.1,111.6,19,73.4,9.35,16.03,0,L,1,0,750,750,2,1,No,0.765014904,1.889558898,14.26942664,4.732849338,AerialSallying,NonCooperative,ExposedElevated,none,No,0.962996287401759,3.02042488614436,PASSERIFORMES,Cotingidae,103015.66,101.6,LC,1,Fruit,Forest,Sedentary,Lower_risk
Oxyruncus cristatus,Oxyruncus cristatus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,17.9,11.3,5.5,5.6,20.7,92.2,24,67.2,26.3,64.3,-27.06,11,0,L,1,400,700,1100,1,2,No,0.679737102,1.469467567,11.27815305,3.432165622,ArborealGleaning,NonCooperative,ExposedElevated,none,No,1.23416150530341,3.85014760171006,PASSERIFORMES,Tityridae,1872045.95,42,LC,2,Fruit,Forest,Sedentary,Lower_risk
Onychorhynchus mexicanus,Onychorhynchus mexicanus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,22.1,13.2,8.2,4.4,15.8,81.7,16.3,65.8,19.9,66.8,6.19,21.61,0,L,1,0,1200,1200,2,1,No,0.664588367,1.205196846,8.191025736,2.870116565,AerialSallying,NonCooperative,Cavity,weak,No,1.18321595661992,3.83514196109219,PASSERIFORMES,Tityridae,888001,19,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Onychorhynchus occidentalis,Onychorhynchus coronatus,1,1,0,0,1,0,1,0,0,0,0,4,1,Insessorial,26.3,15.8,8.1,3.8,15.7,79.9,12,67.9,14.9,66.2,-3.96,1.05,0,L,1,50,550,600,2,1,No,0.614849411,1.026517183,7.61322993,2.45610189,AerialSallying,NonCooperative,Cavity,weak,No,0.960184589404188,2.83907846350861,PASSERIFORMES,Tityridae,7472.25,14.8,NT,2,Invertebrate,Forest,Sedentary,Lower_risk
Onychorhynchus coronatus,Onychorhynchus coronatus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,22.1,13.8,7.4,4.5,15.8,73.9,15.7,58,21.2,59.7,-16.87,10.77,0,L,1,0,1000,1000,4,1,No,0.656257323,1.173910358,7.683103652,2.798035407,AerialSallying,NonCooperative,Cavity,weak,No,0.960184589404188,2.83907846350861,PASSERIFORMES,Tityridae,5973721.86,14,LC,2,Invertebrate,Forest,PartiallyMigratory,Lower_risk
Onychorhynchus swainsoni,Onychorhynchus coronatus,1,1,0,0,1,0,0,0,0,0,0,3,1,Insessorial,27.9,17.2,8.4,4.8,16.6,86.5,14.8,71.7,17,69,-25.91,-16.41,0,L,2,400,600,1000,1,1,No,0.582699133,1.026517183,8.047814717,2.315110174,AerialSallying,NonCooperative,Cavity,weak,No,0.960184589404188,2.83907846350861,PASSERIFORMES,Tityridae,38092.82,17,VU,3,Invertebrate,Forest,Sedentary,Higher_risk
Terenotriccus erythrurus,Terenotriccus erythrurus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,9,5.3,3.5,2.5,14.8,47.6,7.6,39.3,16.2,38.1,-18.03,18.23,0,L,1,0,1200,1200,2,1,No,0.569340533,1.035363524,6.784946167,2.218961174,AerialSallying,NonCooperative,Cavity,weak,No,0.840896415253715,2.16332302566054,PASSERIFORMES,Tityridae,7494686.86,7.4,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Myiobius sulphureipygius,Myiobius barbatus,0,1,0,0,0,0,0,0,0,0,0,1,1,Insessorial,14.6,7.6,4.2,3.3,16.9,66.4,10.9,55.5,16.4,56.2,-4.11,21.44,0,L,1,0,1200,1200,2,1,No,0.525854829,1.131989324,7.670643131,2.193997592,AerialSallying,NonCooperative,Cavity,weak,No,0.921155870319381,2.76000994003292,PASSERIFORMES,Tityridae,640104.92,11.6,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Myiobius barbatus,Myiobius barbatus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.9,7,4.3,3.7,14.8,62.5,10.7,52.6,16.8,54.3,-27.82,8.65,0,L,1,0,600,600,3,1,No,0.527386951,1.136925794,7.466398159,2.172476438,AerialSallying,NonCooperative,Cavity,weak,No,0.921155870319381,2.76000994003292,PASSERIFORMES,Tityridae,6231670.56,11,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Myiobius atricaudus,Myiobius atricaudus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.7,7,4.3,3.2,15.8,59.6,7.8,51.8,13,59.4,-24.82,11.68,0,L,1,0,1000,1000,4,1,No,0.515310738,1.098629211,7.292264034,2.093605357,AerialSallying,NonCooperative,Cavity,weak,No,1.08969454835004,3.37416870927424,PASSERIFORMES,Tityridae,4897288.43,10,LC,2,Invertebrate,Woodland,Sedentary,Lower_risk
Iodopleura fusca,Iodopleura fusca,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,10.9,7.4,5.9,4.4,15.6,75.8,21.2,54.6,28,37.6,0.85,7.58,0,L,1,0,500,500,1,2,No,0.648410131,1.047964156,7.506927914,2.634154365,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.746174534732325,1.48160454092422,PASSERIFORMES,Tityridae,444576.7,15.3,LC,1,Invertebrate,Forest,Sedentary,Lower_risk
Iodopleura pipra,Iodopleura pipra,1,1,0,0,1,0,0,0,0,0,0,3,1,Insessorial,8.2,4.5,3.6,3.5,13.9,56.6,13.7,43,24.1,32,-25.22,-6.7,0,L,1,0,500,500,3,2,No,0.630925579,1.197518592,9.442760838,2.76212846,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.78182534870214,5.80573719717919,PASSERIFORMES,Tityridae,130157.72,10,EN,1,Fruit,Forest,Sedentary,Higher_risk
Tityra inquisitor,Tityra inquisitor,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,26.3,18.5,11.6,9.2,21.6,105.7,28.1,77.9,26.5,65.6,-30.12,21.72,0,L,2,0,1200,1200,2,2,No,0.640540346,1.366910781,10.64285407,3.066326799,AerialSallying,NonCooperative,Cavity,weak,No,1.08580965747002,3.15700042115011,PASSERIFORMES,Tityridae,11190798.84,43.1,LC,3,Fruit,Forest,Sedentary,Lower_risk
Tityra cayana,Tityra cayana,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,28.4,19.9,11.5,10.7,25,117.2,30.6,86.9,26.1,72.2,-14.3,12.2,0,L,2,0,700,700,5,2,No,0.641207273,1.495799775,11.32444145,3.19942945,AerialSallying,NonCooperative,Cavity,weak,No,1.04444780217279,2.91777073208428,PASSERIFORMES,Tityridae,5115788.26,68.1,LC,3,Fruit,Forest,Sedentary,Lower_risk
Tityra braziliensis,Tityra cayana,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,27.9,18.6,11,10.2,23.2,115.3,33.7,90.7,27.1,67.4,-30.11,-0.28,0,L,1,0,1200,1200,1,2,No,0.590499309,1.144208007,9.97001009,2.534393376,AerialSallying,NonCooperative,Cavity,weak,No,1.04444780217279,2.91777073208428,PASSERIFORMES,Tityridae,6787548.39,68.1,LC,3,Fruit,Forest,Sedentary,Lower_risk
Tityra semifasciata,Tityra semifasciata,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,28,18.2,10.4,10.7,25.6,120.5,30.7,93.4,24.8,71.7,-26.55,27.43,0,L,1,0,1500,1500,4,3,No,0.698120092,1.602191747,12.17533225,3.699468111,ArborealGleaning,NonCooperative,Cavity,weak,No,0.974003746425297,2.89591193827178,PASSERIFORMES,Tityridae,6821138.58,79.3,LC,3,Fruit,Forest,Sedentary,Lower_risk
Xenopsaris albinucha,Xenopsaris albinucha,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,10.7,7.7,3.9,3.9,14,63.9,13.3,50.9,20.7,58.4,-34.61,11.22,0,L,2,0,1100,1100,3,1,No,0.561347633,1.01676282,7.159052845,2.171326373,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.02177818086464,2.45958884180371,PASSERIFORMES,Tityridae,4453736.32,10,LC,3,Invertebrate,Shrub,PartiallyMigratory,Lower_risk
Pachyramphus versicolor,Pachyramphus versicolor,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.6,7.4,5.2,4.4,16.2,64.6,13.5,52.1,20.6,51.7,-17.89,10.92,0,L,1,1500,1500,3000,2,2,No,0.617235146,1.152195768,7.584658414,2.592601872,AerialSallying,NonCooperative,Cavity,weak,No,1.13848501952444,4.25985900069967,PASSERIFORMES,Tityridae,302157.64,15.5,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Pachyramphus viridis,Pachyramphus viridis,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,14.5,9.9,6.5,5.5,17.6,71.4,13.9,57.3,19.6,55.9,-32.34,-2.79,0,L,2,0,1500,1500,4,2,No,0.584875,1.144208007,9.97001009,2.506059063,AerialSallying,NonCooperative,Cavity,weak,No,1.1906908447938,3.51749783735832,PASSERIFORMES,Tityridae,4959688.09,21,LC,4,Invertebrate,Woodland,PartiallyMigratory,Lower_risk
Pachyramphus rufus,Pachyramphus rufus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,14.6,10,6.6,5.4,17.5,67.6,14.2,54,20.8,48.4,-9.76,12.64,0,L,1,0,1500,1500,4,2,No,0.586491947,1.107660261,7.420544296,2.354824165,ArborealGleaning,NonCooperative,Cavity,weak,No,0.951597874006527,2.69462718077007,PASSERIFORMES,Tityridae,3994359.03,18.8,LC,5,Invertebrate,Woodland,Sedentary,Lower_risk
Pachyramphus minor,Pachyramphus minor,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,19.3,13.5,8.4,7.6,20.9,89.2,18,71,20.3,65.1,-18.32,8.56,0,L,1,0,1300,1300,2,2,No,0.65932837,1.206639408,9.530171868,2.984324274,AerialSallying,NonCooperative,Cavity,weak,No,0.785137822485261,1.50407739677627,PASSERIFORMES,Tityridae,6895984.62,36.6,LC,3,Omnivore,Forest,PartiallyMigratory,Lower_risk
Pachyramphus aglaiae,Pachyramphus aglaiae,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,16.9,11.3,7.1,6.6,19.7,86,17.4,68.9,20.1,66.2,7.22,32.02,0,L,2,125,2575,2700,3,2,No,0.596094076,1.189011159,9.556657674,2.607869298,AerialSallying,NonCooperative,Cavity,weak,No,1.24853743508635,4.11087386417331,PASSERIFORMES,Tityridae,1314371.45,29.7,LC,4,Omnivore,Woodland,PartiallyMigratory,Lower_risk
Pachyramphus niger,Pachyramphus niger,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,20.5,13.7,8.4,7.4,23.8,99.2,16.5,82,16.7,76.4,17.7,18.53,1,L,1,0,1800,1800,4,2,No,0.665727361,1.311979069,10.3419377,3.129587161,AerialSallying,NonCooperative,Cavity,weak,No,1.75746665467544,5.40492710160629,PASSERIFORMES,Tityridae,11021.79,40.2,LC,3,Omnivore,Forest,PartiallyMigratory,Lower_risk
Pachyramphus homochrous,Pachyramphus homochrous,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,19.4,13.3,7.7,7.4,20.6,87.5,18,69.5,20.6,71.2,-4.82,11.49,0,L,1,0,1000,1000,3,2,No,0.659129184,1.211054188,9.588276921,2.987507012,AerialSallying,NonCooperative,Cavity,weak,No,1.12292119994764,3.92986292355648,PASSERIFORMES,Tityridae,370203.78,37.3,LC,4,Omnivore,Forest,PartiallyMigratory,Lower_risk
Pachyramphus validus,Pachyramphus validus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,19.3,13.8,8.6,7.8,19.8,95.5,20.8,74.3,21.8,68.1,-31.74,0.34,0,L,2,0,2000,2000,3,1,No,0.633,1.254199394,8.999220839,2.829708506,AerialSallying,NonCooperative,Cavity,weak,No,1.16939276255574,3.43398720448515,PASSERIFORMES,Tityridae,6063334.02,43,LC,4,Invertebrate,Woodland,Migratory,Lower_risk
Pachyramphus cinnamomeus,Pachyramphus cinnamomeus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,16.8,10.6,7.6,5.6,19.7,77,16.1,61.5,20.7,59.4,-3.73,17.81,0,L,1,0,800,800,5,2,No,0.591661555,1.124536135,7.816361305,2.451516449,AerialSallying,NonCooperative,Cavity,weak,No,1.063659179389,3.60549784517489,PASSERIFORMES,Tityridae,701563.57,20.3,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Pachyramphus polychopterus,Pachyramphus polychopterus,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,14.9,10.4,7,5.7,18.7,72,16.4,58.5,21.8,55.7,-35.01,16.68,0,L,2,0,1900,1900,5,2,No,0.6365,1.1522841,8.817235493,2.746301306,AerialSallying,NonCooperative,Cavity,weak,No,1.05525014691589,3.02042488614436,PASSERIFORMES,Tityridae,13935213.9,20.8,LC,4,Invertebrate,Woodland,Sedentary,Lower_risk
Schiffornis virescens,Schiffornis virescens,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,13.9,8.6,3.8,4.5,21.4,80.2,12.5,67,15.7,64.2,-30.99,-13.29,0,L,2,0,1200,1200,3,2,No,0.700891123,1.297041085,10.14757626,3.345787444,AerialSallying,NonCooperative,ExposedElevated,none,No,1.36582422390942,4.16200321069592,PASSERIFORMES,Tityridae,1662556.58,25.6,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Schiffornis olivacea,Schiffornis turdina,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,17,9.7,4.9,6,22.1,92.1,14.1,74.5,15.9,67.7,-3.33,9.61,0,L,1,0,1450,1450,1,2,No,0.72,1.144208007,9.97001009,3.326683932,AerialSallying,NonCooperative,ExposedElevated,none,No,0.901334477574,2.484906649788,PASSERIFORMES,Tityridae,1382689.39,29.5,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Schiffornis stenorhyncha,Schiffornis turdina,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,17,10.3,5.2,5.9,21.6,88.8,14.1,74.5,15.9,75,3,12.46,0,L,1,0,1800,1800,1,2,No,0.72,1.144208007,9.97001009,3.326683932,AerialSallying,NonCooperative,ExposedElevated,none,No,0.901334477574,2.484906649788,PASSERIFORMES,Tityridae,453853.48,31.7,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Schiffornis turdina,Schiffornis turdina,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,17,9.7,4.9,6,22.1,92.1,14.1,74.5,15.9,67.7,-23.02,8.37,0,L,1,0,1500,1500,2,2,No,0.72,1.144208007,9.97001009,3.326683932,AerialSallying,NonCooperative,ExposedElevated,none,No,0.901334477574,2.484906649788,PASSERIFORMES,Tityridae,5587673.67,31.7,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Schiffornis veraepacis,Schiffornis turdina,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,21.2,10.4,5.3,5.7,21.1,87.3,15.8,71.4,18,70.2,-4.01,21.23,0,L,1,0,1425,1425,1,2,No,0.72,1.144208007,9.97001009,3.326683932,AerialSallying,NonCooperative,ExposedElevated,none,No,0.901334477574,2.484906649788,PASSERIFORMES,Tityridae,549040.11,31.1,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Laniocera hypopyrra,Laniocera hypopyrra,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,21.8,12,6.1,6.2,20.4,105.5,24.7,80.6,23.5,84.9,-20.16,10.48,0,L,1,0,900,900,3,2,No,0.732299341,1.514348583,9.879262355,3.669671849,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.790252997362136,1.62924053973028,PASSERIFORMES,Tityridae,6630155.4,51,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Platyrinchus cancrominus,Platyrinchus cancrominus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,13.7,6.6,6.8,3.4,16.2,56.8,8.1,48.9,14.1,28,9.13,21.37,0,L,1,0,1500,1500,2,1,No,0.577791379,1.080732456,7.44272101,2.295437818,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.17095299652898,3.72328088083127,PASSERIFORMES,Tyrannidae,443828.03,9.2,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Platyrinchus mystaceus,Platyrinchus mystaceus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,13.1,6.6,7.3,3.6,15.6,55,8.3,45.1,15.5,29.9,-30,11.53,0,L,2,0,1800,1800,5,1,No,0.51,1.144208007,4,1.89478073,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.1906908447938,3.55820113047182,PASSERIFORMES,Tyrannidae,5068143.97,9.7,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Platyrinchus coronatus,Platyrinchus coronatus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.6,7.1,6.4,3.4,13.2,54.4,12.1,42,22.4,24.5,-15.75,16.03,0,L,1,0,500,500,2,1,No,0.577347244,1.079340465,7.056758326,2.292400594,AerialSallying,NonCooperative,ExposedElevated,weak,No,0.733836821584642,1.54756250871601,PASSERIFORMES,Tyrannidae,5183010.82,9.1,LC,2,Invertebrate,Forest,Sedentary,Lower_risk
Platyrinchus leucoryphus,Platyrinchus leucoryphus,0,1,0,1,1,0,0,0,0,0,0,3,1,Insessorial,16.9,8,7.9,4.3,16,76.1,17,59.1,22.4,46.2,-29.51,-19.53,0,L,2,0,1000,1000,1,1,No,0.6148322,1.205196846,8.538449897,2.687038126,AerialSallying,NonCooperative,ExposedElevated,strong,No,1.53349118134438,4.92507740573461,PASSERIFORMES,Tyrannidae,425471.32,16,VU,2,Invertebrate,Forest,Sedentary,Higher_risk
