original_name,standardized_name,Residential_development,Agriculture,Energy,Transportation,Biological_use_hunting,Human_intrusions,Natural_modifications,Invasive_species,Pollution,Geological_events,Climate_change,Number_of_threats,Habitat_density,Primary_lifestyle,Beak_length_culmen,Beak_length_nares,Beak_width,Beak_depth,Tarsus_length,Wing_length,Kipps_distance,Secondary1_length,Hand_wing_index,Tail_length,Minimum_latitude,Maximum_latitude,Island_restricted_breeding,Realm,Latitudinal_range,Minimum_elevation,Elevational_range,Maximum_elevation,Habitat_breadth,Diet_breadth,Flightlessness,Adult_survival_annual,Age_at_first_breeding,Maximum_longevity,Generation_length,Foraging_strategy,Mating_system,Nest_placement,Territoriality,Island_dwelling,Night_lights,Human_population_density,Order,Family,Range_size,Body_mass,IUCN_status,Clutch_size,Diet,Habitat,Migration,Extinction_risk
Synallaxis zimmeri,Synallaxis zimmeri,0,1,0,0,1,0,0,0,0,0,0,2,2,Insessorial,13.5,8.6,2.5,3.3,20.7,55.6,6.8,49.2,12.1,92,-10.1,-9.47,0,L,1,2500,400,2900,2,3,No,0.651396817,1.156196589,7.75842395,2.756768123,ArborealGleaning,NonCooperative,Cavity,strong,No,0.642114135151817,2.68102152871429,PASSERIFORMES,Furnariidae,521.85,13,VU,2,Invertebrate,Shrub,Sedentary,Higher_risk
Synallaxis stictothorax,Synallaxis stictothorax,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,11.9,7.7,2.4,3,17.6,50.7,6.8,43.3,13.5,54.4,-7.97,-0.7,0,L,1,0,400,400,2,1,No,0.622671365,0.969172619,6.956621687,2.355770472,ArborealGleaning,NonCooperative,Cavity,strong,No,1.18472228170226,4.11903717481247,PASSERIFORMES,Furnariidae,49674.42,10.2,LC,4,Invertebrate,Shrub,Sedentary,Lower_risk
Synallaxis brachyura,Synallaxis brachyura,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,16.3,10,3.4,4,21.3,57.9,7.5,51.4,12.6,76.7,-4.01,16.03,0,L,1,200,1800,2000,6,2,No,0.652524173,1.19050741,7.983761857,2.796525573,ArborealGleaning,NonCooperative,Cavity,strong,No,1.0799029488658,3.63230910262554,PASSERIFORMES,Furnariidae,403853.13,18.3,LC,3,Invertebrate,Shrub,Sedentary,Lower_risk
Synallaxis subpudica,Synallaxis subpudica,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,14.3,8.7,2.9,3.7,22.6,62.2,8.2,53.8,13.4,108.3,4.26,6.34,0,L,1,2100,1100,3200,3,1,No,0.652180321,1.063080949,7.624351185,2.667436794,ArborealGleaning,NonCooperative,Cavity,strong,No,1.78972720703726,6.2900865595981,PASSERIFORMES,Furnariidae,15176.74,18.3,LC,1,Invertebrate,Forest,Sedentary,Lower_risk
Synallaxis hellmayri,Gyalophylax hellmayri,0,1,0,0,1,0,1,0,0,0,0,3,2,Generalist,15.3,11.3,3.3,4.9,21.5,69.7,8.4,60.3,12.4,73.7,-14.96,-6.02,0,L,1,200,200,400,2,2,No,0.67280103,1.156324166,8.369276277,2.86196939,ArborealGleaning,NonCooperative,Cavity,strong,No,0.901334477574,2.35137525716348,PASSERIFORMES,Furnariidae,24914.84,25.5,LC,3,Invertebrate,Woodland,Sedentary,Lower_risk
Synallaxis ruficapilla,Synallaxis ruficapilla,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,15.3,8.9,2.8,3.6,20.3,55.9,6.4,48.6,11.6,74.3,-29.76,-17.73,0,L,2,0,1400,1400,3,1,No,0.634514459,1.126129397,8.054584282,2.64634909,ArborealGleaning,NonCooperative,Cavity,strong,No,1.43581085551295,4.37575702166029,PASSERIFORMES,Furnariidae,1174516.01,13.8,LC,3,Invertebrate,Forest,Sedentary,Lower_risk
Synallaxis infuscata,Synallaxis infuscata,0,1,0,0,1,0,1,0,0,0,0,3,1,Insessorial,15,10,3.6,4.2,21.2,58.1,4.7,53,8.1,70.9,-9.56,-6.94,0,L,1,5,1062,1067,3,1,No,0.672530345,1.236172562,8.244830806,2.940467578,ArborealGleaning,NonCooperative,Cavity,strong,No,1.46608953547199,4.16044436392662,PASSERIFORMES,Furnariidae,752.18,18.2,EN,2,Invertebrate,Forest,Sedentary,Higher_risk
Synallaxis hypospodia,Synallaxis hypospodia,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.9,8.5,3.4,4.2,18.8,55,5.6,49.3,10.2,73.6,-23.9,-3.63,0,L,1,0,700,700,3,1,No,0.643168574,1.068250798,7.809252512,2.62937341,ArborealGleaning,NonCooperative,Cavity,strong,No,1.05096912500736,2.68102152871429,PASSERIFORMES,Furnariidae,3530294.96,16.9,LC,2.45,Invertebrate,Grassland,Sedentary,Lower_risk
Synallaxis spixi,Synallaxis spixi,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.7,7.5,2.9,3.5,19,51.3,6.1,44.6,12.1,95.6,-36.01,-12.91,0,L,2,0,2200,2200,4,1,No,0.562977401,0.98482443,7.409762945,2.145277145,ArborealGleaning,NonCooperative,Cavity,strong,No,1.38031006963137,4.37071287477361,PASSERIFORMES,Furnariidae,1343787.35,12.6,LC,5,Invertebrate,Shrub,Sedentary,Lower_risk
Synallaxis albescens,Synallaxis albescens,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13,8.1,3.1,3.7,19.2,54.4,7.4,47.5,13.8,76.7,-38.54,12.46,0,L,2,0,1500,1500,5,1,No,0.569095621,1.039715341,7.223044606,2.222417714,ArborealGleaning,NonCooperative,Cavity,strong,No,1.10483282064454,3.15700042115011,PASSERIFORMES,Furnariidae,9891841.77,11.2,LC,4,Invertebrate,Woodland,Sedentary,Lower_risk
Synallaxis frontalis,Synallaxis frontalis,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.7,7.9,2.9,3.8,19.6,57.3,7.3,49.7,12.8,76.9,-37.81,-2.37,0,L,2,0,2500,2500,4,1,No,0.561984437,1.045171857,7.520595394,2.247801159,ArborealGleaning,NonCooperative,Cavity,strong,No,1.1121743063411,3.08648663682246,PASSERIFORMES,Furnariidae,5745641.87,14,LC,4,Invertebrate,Woodland,Sedentary,Lower_risk
Synallaxis azarae,Synallaxis azarae,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,15.8,8.4,3.1,3.7,21.2,54,7.6,46.1,14.2,90.6,-27.45,10.26,0,L,2,600,2900,3500,4,2,No,0.626443172,1.127477771,7.722938839,2.610104249,ArborealGleaning,NonCooperative,Cavity,strong,No,1.16149634365469,4.02535169073515,PASSERIFORMES,Furnariidae,477890.57,16.9,LC,4,Invertebrate,Forest,Sedentary,Lower_risk
Heterocercus aurantiivertex,Heterocercus aurantiivertex,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,14.1,8.4,5,4.5,15.6,81,19.2,61.8,23.7,51,-5.72,-0.15,0,L,1,0,300,300,2,2,No,0.637872207,1.287767026,9.646791456,2.936449613,AerialSallying,NonCooperative,ExposedElevated,none,No,0.790252997362136,1.25276296849537,PASSERIFORMES,Pipridae,233954.07,21.5,LC,2,Fruit,Forest,Sedentary,Lower_risk
Manacus candei,Manacus candei,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.6,6.8,4.1,3.9,22,55.7,9.5,45.6,17.2,35.9,9.26,18.58,0,L,1,0,700,700,5,2,No,0.564743325,1.267409537,9.952812867,2.531795417,AerialSallying,NonCooperative,ExposedElevated,none,No,0.954485912894701,3.08648663682246,PASSERIFORMES,Pipridae,283521.13,19.8,LC,2,Fruit,Forest,Sedentary,Lower_risk
Manacus aurantiacus,Manacus aurantiacus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.4,6,3.6,3.3,19,46.8,6.4,40.4,13.6,28.5,7.2,9.76,0,L,1,0,1100,1100,3,2,No,0.547862304,1.207495171,9.236876589,2.379011268,AerialSallying,NonCooperative,ExposedElevated,none,No,1.16782625835292,3.68386691229039,PASSERIFORMES,Pipridae,29625.42,15.5,LC,2,Fruit,Forest,Sedentary,Lower_risk
Manacus vitellinus,Manacus vitellinus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,13.3,7,4.3,4.1,20.7,54.7,7.4,47.1,13.6,35,2.37,9.64,0,L,1,0,1200,1200,2,2,No,0.558752432,1.245759663,9.483014321,2.464029295,AerialSallying,NonCooperative,ExposedElevated,none,No,0.962996287401759,3.51154543883102,PASSERIFORMES,Pipridae,118914.75,18.2,LC,2,Fruit,Woodland,Sedentary,Lower_risk
Manacus manacus,Manacus manacus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.5,6.8,4.4,4.2,20.9,52.2,8.4,44.5,15.9,32.8,-28.87,12.46,0,L,1,0,1000,1000,3,2,No,0.737,1.022253608,14,3.626485585,AerialSallying,NonCooperative,ExposedElevated,none,No,1.01705852500181,2.97552956623647,PASSERIFORMES,Pipridae,7524946.19,16.7,LC,2,Fruit,Woodland,Sedentary,Lower_risk
Pipra filicauda,Pipra filicauda,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.4,7.6,4.3,4.1,15.7,65.4,11.1,53.6,17.2,54.5,-8.04,10.97,0,L,1,0,300,300,4,2,No,0.688896029,1.205956676,8.959471974,3.094424305,AerialSallying,NonCooperative,ExposedElevated,none,No,0.84918210949878,2.21920348405499,PASSERIFORMES,Pipridae,2614150.07,15.4,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pipra aureola,Pipra aureola,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.9,7.3,3.9,3.9,15.4,64.5,12.4,52,19.3,31.8,-7.9,10.77,0,L,1,0,300,300,4,2,No,0.691687511,1.217157112,9.068936285,3.122194134,AerialSallying,NonCooperative,ExposedElevated,none,No,0.9306048591021,2.77881927199042,PASSERIFORMES,Pipridae,671432.52,16.1,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pipra fasciicauda,Pipra fasciicauda,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,14,7.3,4.1,4,16,63.7,12.7,50.9,20,29.8,-26.93,-3.2,0,L,1,0,600,600,3,2,No,0.77,1.213570559,9.464292276,3.614978064,AerialSallying,NonCooperative,ExposedElevated,none,No,1.03329948475896,2.52572864430826,PASSERIFORMES,Pipridae,4779358.8,15.9,LC,2,Fruit,Forest,Sedentary,Lower_risk
Machaeropterus deliciosus,Machaeropterus deliciosus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.6,6.2,3.8,3.4,16.8,61.4,12.5,48.5,20.5,24.5,-3.93,5.48,0,L,1,600,1300,1900,2,2,No,0.573326496,1.161024602,8.666237581,2.444094542,AerialSallying,NonCooperative,ExposedElevated,none,No,0.880111736793393,3.16968558067743,PASSERIFORMES,Pipridae,40123.57,12.7,LC,2,Fruit,Forest,Sedentary,Lower_risk
Machaeropterus regulus,Machaeropterus regulus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,9.9,5.6,3.3,3.1,13.9,52.9,12.5,40.2,23.7,22.6,-22.99,-12.21,0,L,1,0,200,200,2,2,No,0.590499309,1.144208007,9.97001009,2.534393376,AerialSallying,NonCooperative,ExposedElevated,none,No,1.50497519267968,4.52936847257181,PASSERIFORMES,Pipridae,125343.35,9.3,LC,1,Fruit,Forest,Sedentary,Lower_risk
Machaeropterus pyrocephalus,Machaeropterus pyrocephalus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,10.1,5.6,3.5,3.1,14.3,52.2,11.8,40.4,22.6,22.5,-17.34,7.65,0,L,1,0,200,200,2,2,No,0.583886017,1.096267411,8.452294135,2.389902803,AerialSallying,NonCooperative,ExposedElevated,none,No,0.840896415253715,1.43508452528932,PASSERIFORMES,Pipridae,2227740.97,9.5,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pseudopipra pipra,Pipra pipra,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12,6.6,4.4,4.1,14.1,62,10.6,51,17.3,26.6,-22.99,11.05,0,L,1,0,2000,2000,1,2,No,0.594498668,1.130834691,8.445259445,2.470115639,AerialSallying,NonCooperative,ExposedElevated,none,No,0.827988804296353,2.17475172148416,PASSERIFORMES,Pipridae,4953783.66,11.1,LC,2,Fruit,Forest,Sedentary,Lower_risk
Ceratopipra mentalis,Pipra mentalis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.1,6.7,4.4,4,14.7,58.5,9.8,49.2,16.5,28,-4.14,21.35,0,L,1,0,1050,1050,2,2,No,0.72,1.199721303,9.860735312,3.382197228,AerialSallying,NonCooperative,ExposedElevated,none,No,1.12643586326295,3.51154543883102,PASSERIFORMES,Pipridae,558740.47,15,LC,2,Fruit,Forest,Sedentary,Lower_risk
Ceratopipra erythrocephala,Pipra erythrocephala,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.9,6.6,3.9,4,15,59,11.4,45.8,20,21.1,-7.44,12.46,0,L,1,0,1350,1350,1,2,No,0.69,1.173876732,10,3.148929865,AerialSallying,NonCooperative,ExposedElevated,none,No,0.853235599894925,2.43361335540045,PASSERIFORMES,Pipridae,3456038.86,13.4,LC,2,Fruit,Forest,Sedentary,Lower_risk
Ceratopipra rubrocapilla,Pipra rubrocapilla,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,10.4,6,3.8,4.1,12.6,61.2,11.5,47,19.7,31.4,-23.01,-0.1,0,L,1,0,500,500,2,2,No,0.659893784,1.148130815,9.264048019,2.869643747,AerialSallying,NonCooperative,ExposedElevated,none,No,0.933691484757216,2.45958884180371,PASSERIFORMES,Pipridae,3391760.24,12,LC,2,Fruit,Forest,Sedentary,Lower_risk
Cryptopipo litae,Xenopipo holochlora,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,13.3,7.5,4.3,4.5,14,69.2,14.7,54.5,21.3,46.8,-2.56,9.44,0,L,1,NA,1250,1200,1,2,No,0.590499309,1.144208007,9.97001009,2.534393376,AerialSallying,NonCooperative,ExposedElevated,none,No,0.861173529963367,2.54944517092557,PASSERIFORMES,Pipridae,146563.46,14.9,LC,1,Fruit,Forest,Sedentary,Lower_risk
Cryptopipo holochlora,Xenopipo holochlora,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,14.5,7.3,3.8,3.8,15.4,72.1,14,58.1,19.4,44.4,-14.01,4.38,0,L,1,NA,1250,1200,1,2,No,0.590499309,1.144208007,9.97001009,2.534393376,AerialSallying,NonCooperative,ExposedElevated,none,No,0.861173529963367,2.54944517092557,PASSERIFORMES,Pipridae,336141.32,14.9,LC,1,Fruit,Forest,Sedentary,Lower_risk
Chloropipo flavicapilla,Xenopipo flavicapilla,0,1,0,0,0,0,0,0,0,0,0,1,1,Insessorial,11.2,6,3.8,3.8,16.1,76.3,14.8,63.5,18.9,49.8,-1.56,6.82,0,L,1,1200,1200,2400,3,1,No,0.630001396,1.169978388,9.042229186,2.729749383,AerialSallying,NonCooperative,ExposedElevated,none,No,1.31277141725489,5.15039723647141,PASSERIFORMES,Pipridae,32718.71,17.8,VU,1,Fruit,Forest,Sedentary,Higher_risk
Lepidothrix serena,Lepidothrix serena,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.4,6.2,3.7,4.2,15.2,52.8,11.3,41.5,21.4,31.2,-3.32,7.11,0,L,1,0,500,500,1,2,No,0.565492847,1.136588994,8.47351504,2.353505112,AerialSallying,NonCooperative,ExposedElevated,none,No,0.651355562432631,1.02961941718116,PASSERIFORMES,Pipridae,583711.44,11.4,LC,2,Fruit,Forest,Sedentary,Lower_risk
Lepidothrix coronata,Lepidothrix coronata,0,1,0,0,1,0,0,0,0,0,0,2,1,Insessorial,10.9,6.5,3.7,3.4,14.2,56.8,10.2,47,17.9,26.6,-17.39,9.77,0,L,1,0,1100,1100,2,2,No,0.544018458,1.068725297,8.045692296,2.199945937,AerialSallying,NonCooperative,ExposedElevated,none,No,0.707106781186548,1.56861591791385,PASSERIFORMES,Pipridae,3221211.22,8.3,LC,2,Fruit,Forest,Sedentary,Lower_risk
Ilicura militaris,Ilicura militaris,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,9.4,5.2,2.8,3.1,17.8,61.2,13.8,46.9,22.6,50.8,-27.34,-13.96,0,L,2,0,1200,1200,2,2,No,0.609235091,0.98393187,8.140221184,2.38824376,AerialSallying,NonCooperative,ExposedElevated,none,No,1.49609589550936,4.59612944133594,PASSERIFORMES,Pipridae,840759.23,12.7,LC,3,Fruit,Forest,Sedentary,Lower_risk
Masius chrysopterus,Masius chrysopterus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,10.3,5.2,3.8,3.6,17,59,8,54,12.8,42.1,-6.29,9.69,0,L,1,800,1200,2000,2,2,No,0.652351711,1.108267862,8.035028698,2.713452159,AerialSallying,NonCooperative,ExposedElevated,none,No,1.12818092792592,4.20916023665068,PASSERIFORMES,Pipridae,176828.86,11.5,LC,2,Fruit,Forest,Sedentary,Lower_risk
Corapipo leucorrhoa,Corapipo leucorrhoa,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,9.8,5.6,3.5,3.6,16.4,57.8,11,47.3,18.8,30.7,3.24,15.88,0,L,1,0,1500,1500,2,2,No,0.598106957,1.142899745,8.793630523,2.542095851,AerialSallying,NonCooperative,ExposedElevated,none,No,1.14686295772276,3.85651029549789,PASSERIFORMES,Pipridae,267106.87,11.7,LC,2,Fruit,Forest,Sedentary,Lower_risk
Corapipo gutturalis,Corapipo gutturalis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,9.9,5.9,3.1,3.2,15,56.4,11.6,44.9,20.6,27.2,-3.09,7.51,0,L,1,200,900,1100,1,2,No,0.608143592,0.904358211,7.148107215,2.234130096,AerialSallying,NonCooperative,ExposedElevated,none,No,0.660219580407963,0.993251773010283,PASSERIFORMES,Pipridae,1107394.3,8.2,LC,2,Fruit,Forest,Sedentary,Lower_risk
Antilophia bokermanni,Antilophia bokermanni,1,1,0,0,0,0,1,0,0,0,0,3,2,Insessorial,11.9,6.8,4,5.2,17.9,75.4,7.3,68.1,9.8,63.2,-7.45,-7.22,0,L,1,800,10,810,1,2,No,0.630085504,1.194242635,9.335780616,2.754453575,AerialSallying,NonCooperative,ExposedElevated,none,No,0,4.2297491992283,PASSERIFORMES,Pipridae,24.23,19.8,CR,2,Fruit,Forest,Sedentary,Higher_risk
Antilophia galeata,Antilophia galeata,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,13.7,6.8,4,4.4,18,77.2,9.5,67.8,12.3,60.8,-24.27,-4.97,0,L,1,500,500,1000,3,2,No,0.637842295,1.287648968,10.14758625,2.936156944,AerialSallying,NonCooperative,ExposedElevated,none,No,1.15668008369902,2.97552956623647,PASSERIFORMES,Pipridae,1960407.09,21.5,LC,2,Fruit,Riparian,Sedentary,Lower_risk
Chiroxiphia linearis,Chiroxiphia linearis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.7,6.4,4.2,4.5,17.5,68.9,6.8,63.1,9.6,118.2,9.55,17.24,0,L,1,0,1500,1500,4,2,No,0.624348004,1.235872056,9.628719994,2.807087771,AerialSallying,NonCooperative,ExposedElevated,none,No,1.39802790693505,5.04084113615332,PASSERIFORMES,Pipridae,101728.76,17.4,LC,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia lanceolata,Chiroxiphia lanceolata,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,12.2,6.6,4.1,4.2,18.1,70.2,7.8,62.4,11.1,48.7,4.24,12.49,0,L,1,0,1500,1500,4,2,No,0.628190139,1.250319731,9.5959867,2.843241951,AerialSallying,NonCooperative,ExposedElevated,none,No,1.33748060995284,4.25134831103177,PASSERIFORMES,Pipridae,420162.32,18.5,LC,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia pareola,Chiroxiphia pareola,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.4,6.5,4.4,4.9,17.8,69.4,8.2,59.1,12.2,34.4,-23.37,11.35,0,L,1,0,500,500,2,2,No,0.675906122,1.194329395,8.761986841,3.006832435,AerialSallying,NonCooperative,ExposedElevated,none,No,0.890912674351071,2.31253542384721,PASSERIFORMES,Pipridae,5040298.89,16.8,LC,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia boliviana,Chiroxiphia boliviana,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,11.9,6,3.7,4,18.3,68,11.4,56.4,16.8,45.6,-20.56,-12.77,0,L,1,400,2200,2600,2,1,No,0.636167488,1.04235661,8.494924106,2.570342001,AerialSallying,NonCooperative,ExposedElevated,none,No,0.746174534732325,1.58923520511658,PASSERIFORMES,Pipridae,78997.54,17.1,LC,2,Fruit,Forest,Sedentary,Lower_risk
Chiroxiphia caudata,Chiroxiphia caudata,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,13.8,7.3,4,4.6,19.8,75.9,13.4,63,17.6,57.8,-32.25,-14.75,0,L,2,0,1500,1500,2,2,No,0.700891123,1.297041085,10.19680695,3.345787444,AerialSallying,NonCooperative,ExposedElevated,none,No,1.39435368881872,4.24849524204936,PASSERIFORMES,Pipridae,1459549.86,25.6,LC,2,Omnivore,Forest,Sedentary,Lower_risk
Pipreola lubomirskii,Pipreola lubomirskii,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,17.1,9.4,5.8,5.1,21.6,92.5,19.6,72.8,21.2,63.5,-6.17,2.12,0,L,1,1200,1100,2300,1,1,No,0.680681275,1.455117745,11.16808285,3.424554394,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.733836821584642,2.45100509811232,PASSERIFORMES,Cotingidae,28329.19,57,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pipreola pulchra,Pipreola pulchra,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,18.4,8.9,5.7,5.8,22.1,94.1,17.4,76.7,18.5,72.2,-13.42,-7.41,0,L,1,1500,750,2250,2,1,No,0.671240473,1.470141397,11.55357543,3.410634734,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.740082804492285,2.4423470353692,PASSERIFORMES,Cotingidae,78215.76,58.2,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pipreola aureopectus,Pipreola aureopectus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,15.6,8,5.2,4.8,20.8,88.7,19,71.1,21,72.8,1.27,11.12,0,L,1,800,2300,3100,1,1,No,0.662609201,1.404962153,10.93748021,3.248672866,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.46370370244898,4.6802776584749,PASSERIFORMES,Cotingidae,83804.89,46,LC,2,Fruit,Forest,Sedentary,Lower_risk
Pipreola riefferii,Pipreola riefferii,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,16.6,7.6,5.2,4.8,22.3,88.7,15,73.8,17.2,73.5,-9.93,10.88,0,L,1,1000,1900,2900,2,1,No,0.674803992,1.516593199,11.28107062,3.408856795,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.26860068340795,4.63860496207433,PASSERIFORMES,Cotingidae,257255.05,49.3,LC,2,Fruit,Forest,Sedentary,Lower_risk
Carpornis melanocephala,Carpornis melanocephala,0,0,0,0,1,0,1,0,0,0,0,2,1,Insessorial,19,9.3,5.5,6.9,21.6,109.5,23,86.4,21.1,91.8,-25.87,-9.22,0,L,2,0,500,500,3,2,No,0.683284813,1.498167711,12.06615539,3.529997711,AerialSallying,NonCooperative,ExposedElevated,weak,No,1.2274575012325,3.49347265777133,PASSERIFORMES,Cotingidae,67888.43,64.2,NT,1,Fruit,Forest,Sedentary,Lower_risk
Rupicola peruvianus,Rupicola peruvianus,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,31,15.4,8.8,12.4,36.7,183.5,21.7,162.2,11.6,120.3,-17.54,8.34,0,L,1,500,1900,2400,2,3,No,0.741377473,1.857956312,10.66085171,4.196460057,ForagingGeneralist,NonCooperative,ExposedElevated,none,No,1.12115142108355,4.2076732475291,PASSERIFORMES,Cotingidae,257511.06,242.5,LC,2,Fruit,Forest,Sedentary,Lower_risk
Rupicola rupicola,Rupicola rupicola,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,31.1,19.3,10.6,12.4,34,177.8,24.6,154.2,13.8,88.8,-3.13,8.3,0,L,1,300,1700,2000,2,3,No,0.780760188,2.065967844,11.00758107,4.708081649,ForagingGeneralist,NonCooperative,ExposedElevated,none,No,0.714074191775111,1.02961941718116,PASSERIFORMES,Cotingidae,2067586.19,194.6,LC,2,Fruit,Forest,Sedentary,Lower_risk
Phoenicircus nigricollis,Phoenicircus nigricollis,0,0,0,0,0,0,0,0,0,0,0,0,1,Insessorial,22.2,11.4,5.5,6.9,26.2,101.2,9.8,91.4,9.7,81.8,-11.98,1.93,0,L,1,0,400,400,1,1,No,0.727007018,1.619949132,12.4945733,3.942999524,AerialSallying,NonCooperative,ExposedElevated,none,No,0.699927102316117,1.33500106673234,PASSERIFORMES,Cotingidae,2636332.67,96.3,LC,3,Fruit,Forest,Sedentary,Lower_risk
Zaratornis stresemanni,Zaratornis stresemanni,0,1,0,0,1,0,0,1,0,0,0,3,2,Insessorial,18.1,9.2,6.2,7.2,25.8,112.5,23.7,88.8,21.1,84,-15.03,-7.93,0,L,1,2700,1700,4400,2,1,No,0.623891781,1.418937428,11.17786968,3.016083978,ArborealGleaning,NonCooperative,ExposedElevated,none,No,0.805030477585033,2.89591193827178,PASSERIFORMES,Cotingidae,43849.89,52.1,NT,3,Fruit,Woodland,Sedentary,Lower_risk
Phytotoma rara,Phytotoma rara,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,17.6,10.2,7.7,8.6,24.4,88.9,15.1,73,17.1,79.6,-53.31,-27.29,0,L,3,0,2800,2800,4,3,No,0.62529815,1.281042904,12.48598546,2.906800426,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,0.965783570635203,2.83907846350861,PASSERIFORMES,Cotingidae,478077.69,47,LC,4,Herbivore,Artificial,Sedentary,Lower_risk
Phytotoma raimondii,Phytotoma raimondii,1,1,0,0,1,0,0,1,0,0,0,4,2,Insessorial,18.8,10.1,7.3,8.1,24.5,89.3,11.6,75.7,12.9,87.3,-10.44,-3.67,0,L,1,0,550,550,3,2,No,0.643412736,1.239764104,10.55467332,2.957392653,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.41509661841518,4.68767140749983,PASSERIFORMES,Cotingidae,2921.02,39.8,VU,4,Herbivore,Shrub,Sedentary,Higher_risk
Phytotoma rutila,Phytotoma rutila,0,0,0,0,0,0,0,0,0,0,0,0,2,Insessorial,15.5,8.8,6.4,7.1,22.2,86.5,14.7,72,16.9,90.6,-43.96,-16.09,0,L,2,0,3600,3600,3,3,No,0.615546507,1.244029142,11.67628502,2.809511804,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.10297439048223,3.13113691056019,PASSERIFORMES,Cotingidae,1756370.23,40.5,LC,4,Herbivore,Shrub,Sedentary,Lower_risk
Phibalura flavirostris,Phibalura flavirostris,0,0,0,0,1,0,0,0,0,0,0,1,2,Insessorial,13.8,9.5,6.5,6,19.3,99,32.9,66.2,33.2,104.8,-32.81,-12.91,0,L,2,0,2000,2000,4,2,No,0.637721235,1.442285862,11.77867664,3.148050412,ArborealGleaning,NonCooperative,ExposedElevated,weak,No,1.44501256111568,4.47049528266149,PASSERIFORMES,Cotingidae,1084489.75,46.5,LC,3,Fruit,Forest,Migratory,Lower_risk
